date,product_category,sales_value
2024-01-29,water_enhanced,326.07307302035656
2024-01-30,coffee_drink,604.3580019467487
2024-01-30,energy_drink,688.889012615688
2024-01-30,juice,537.0143736697319
2024-01-30,sports_drink,460.3894693134334
2024-01-30,tea,685.6660773717547
2024-01-30,water_enhanced,681.2485492686689
2024-01-31,energy_drink,564.7256835085273
2024-01-31,juice,663.7978775200194
2024-01-31,soda,780.9048641038264
2024-01-31,sports_drink,765.2734719786243
2024-01-31,tea,738.0331877117549
2024-01-31,water_enhanced,697.6230931071769
2024-02-01,coffee_drink,604.3795834995091
2024-02-01,energy_drink,770.7471145679459
2024-02-01,sports_drink,452.23469570606767
2024-02-01,tea,637.2622167433441
2024-02-01,water_enhanced,531.5169946993873
2024-02-02,coffee_drink,625.9684983080737
2024-02-02,energy_drink,602.9225949614655
2024-02-02,juice,599.7601355832982
2024-02-02,soda,687.5965944799311
2024-02-02,sports_drink,687.872813688043
2024-02-02,tea,665.2615835753949
2024-02-03,coffee_drink,678.927567174032
2024-02-03,energy_drink,706.1160263151494
2024-02-03,sports_drink,391.90588883115913
2024-02-03,tea,715.4711003829403
2024-02-03,water_enhanced,551.471292065747
2024-02-04,coffee_drink,858.3636486111752
2024-02-04,energy_drink,570.1377409883536
2024-02-04,sports_drink,509.75976874845884
2024-02-04,tea,928.080597917974
2024-02-04,water_enhanced,694.9243288984737
2024-02-05,coffee_drink,629.5094505236019
2024-02-05,energy_drink,584.2811886159935
2024-02-05,soda,565.6570674242425
2024-02-05,sports_drink,668.0927607692165
2024-02-05,tea,832.8680561010281
2024-02-05,water_enhanced,299.9109368855098
2024-02-06,coffee_drink,812.0520978853189
2024-02-06,energy_drink,467.9315531307742
2024-02-06,juice,860.6176630392636
2024-02-06,soda,665.686764961664
2024-02-06,sports_drink,588.6831295050979
2024-02-06,tea,809.7335599980244
2024-02-06,water_enhanced,633.3272204667184
