log_id,timestamp,product_id,segment_id,context_id,preference_value,rating,liked
log_0052,2024-01-02 04:00:00,prod_083,seg_04,ctx_864,0.443,3,0
log_0053,2024-01-13 21:00:00,prod_042,seg_06,ctx_781,0.563,3,0
log_0054,2024-01-24 08:00:00,prod_046,seg_02,ctx_051,0.938,5,1
log_0055,2024-01-17 07:00:00,prod_039,seg_02,ctx_925,0.449,3,0
log_0056,2024-01-11 07:00:00,prod_058,seg_03,ctx_869,0.812,4,1
log_0057,2024-01-04 06:00:00,prod_043,seg_08,ctx_022,0.445,3,0
log_0058,2024-01-30 04:00:00,prod_016,seg_02,ctx_646,0.399,3,0
log_0059,2024-01-29 22:00:00,prod_028,seg_04,ctx_690,0.419,3,0
log_0060,2024-01-11 23:00:00,prod_015,seg_04,ctx_595,0.651,4,1
log_0061,2024-01-27 20:00:00,prod_026,seg_08,ctx_091,0.887,5,1
log_0062,2024-01-18 01:00:00,prod_027,seg_00,ctx_516,0.852,4,1
log_0063,2024-01-06 09:00:00,prod_073,seg_02,ctx_881,0.55,3,0
log_0064,2024-01-05 11:00:00,prod_010,seg_06,ctx_229,0.66,4,1
log_0065,2024-01-12 00:00:00,prod_075,seg_06,ctx_945,0.512,3,0
log_0066,2024-01-26 14:00:00,prod_002,seg_01,ctx_863,0.609,3,1
log_0067,2024-01-02 07:00:00,prod_031,seg_02,ctx_033,0.52,3,0
log_0068,2024-01-08 12:00:00,prod_015,seg_05,ctx_636,0.395,3,0
log_0069,2024-01-12 11:00:00,prod_048,seg_09,ctx_237,0.605,3,1
log_0070,2024-01-04 01:00:00,prod_012,seg_00,ctx_565,0.513,3,0
log_0071,2024-01-09 20:00:00,prod_050,seg_05,ctx_729,0.743,4,1
log_0072,2024-01-15 07:00:00,prod_012,seg_04,ctx_986,0.358,2,0
log_0073,2024-01-30 04:00:00,prod_068,seg_04,ctx_886,0.699,4,1
log_0074,2024-01-25 02:00:00,prod_009,seg_06,ctx_777,0.471,3,0
log_0075,2024-01-07 14:00:00,prod_062,seg_05,ctx_344,0.56,3,0
log_0076,2024-01-23 05:00:00,prod_031,seg_05,ctx_025,0.869,4,1
log_0077,2024-01-01 21:00:00,prod_081,seg_08,ctx_033,0.307,2,0
log_0078,2024-01-27 16:00:00,prod_006,seg_03,ctx_955,0.82,4,1
log_0079,2024-01-30 23:00:00,prod_079,seg_01,ctx_809,0.75,4,1
log_0080,2024-01-21 04:00:00,prod_045,seg_07,ctx_329,0.843,4,1
log_0081,2024-01-03 16:00:00,prod_013,seg_04,ctx_784,0.889,5,1
log_0082,2024-01-22 17:00:00,prod_008,seg_07,ctx_793,0.453,3,0
log_0083,2024-01-09 12:00:00,prod_062,seg_02,ctx_041,0.447,3,0
log_0084,2024-01-15 06:00:00,prod_040,seg_02,ctx_083,0.47,3,0
log_0085,2024-01-03 05:00:00,prod_015,seg_09,ctx_240,0.777,4,1
log_0086,2024-01-22 18:00:00,prod_073,seg_03,ctx_717,0.69,4,1
log_0087,2024-01-16 07:00:00,prod_076,seg_02,ctx_576,0.646,4,1
log_0088,2024-01-30 07:00:00,prod_065,seg_03,ctx_228,0.88,5,1
log_0089,2024-01-17 23:00:00,prod_048,seg_08,ctx_912,0.586,3,0
log_0090,2024-01-25 04:00:00,prod_078,seg_00,ctx_931,0.912,5,1
log_0091,2024-01-11 22:00:00,prod_066,seg_05,ctx_472,0.762,4,1
log_0092,2024-01-11 23:00:00,prod_041,seg_00,ctx_625,0.87,4,1
log_0093,2024-01-19 10:00:00,prod_080,seg_03,ctx_234,0.745,4,1
log_0094,2024-01-16 12:00:00,prod_059,seg_08,ctx_032,0.397,3,0
log_0095,2024-01-20 19:00:00,prod_060,seg_05,ctx_396,0.414,3,0
log_0096,2024-01-21 13:00:00,prod_064,seg_05,ctx_540,0.821,4,1
log_0097,2024-01-19 23:00:00,prod_083,seg_01,ctx_081,0.808,4,1
log_0098,2024-01-03 15:00:00,prod_086,seg_05,ctx_780,0.573,3,0
log_0099,2024-01-26 21:00:00,prod_092,seg_03,ctx_704,0.624,3,1
log_0100,2024-01-02 13:00:00,prod_034,seg_09,ctx_577,0.789,4,1
log_0101,2024-01-29 23:00:00,prod_050,seg_04,ctx_993,0.859,4,1
log_0102,2024-01-03 07:00:00,prod_034,seg_03,ctx_377,0.835,4,1
log_0103,2024-01-02 22:00:00,prod_082,seg_00,ctx_145,0.684,4,1
log_0104,2024-01-30 04:00:00,prod_085,seg_03,ctx_303,0.661,4,1
log_0105,2024-01-27 13:00:00,prod_093,seg_00,ctx_612,0.764,4,1
log_0106,2024-01-22 09:00:00,prod_014,seg_00,ctx_010,0.682,4,1
log_0107,2024-01-05 09:00:00,prod_008,seg_05,ctx_054,0.546,3,0
log_0108,2024-01-21 09:00:00,prod_038,seg_09,ctx_026,0.798,4,1
log_0109,2024-01-19 17:00:00,prod_087,seg_01,ctx_777,0.865,4,1
log_0110,2024-01-25 00:00:00,prod_058,seg_02,ctx_001,0.565,3,0
log_0111,2024-01-09 20:00:00,prod_046,seg_09,ctx_604,0.453,3,0
log_0112,2024-01-24 21:00:00,prod_078,seg_03,ctx_999,0.785,4,1
log_0113,2024-01-15 23:00:00,prod_099,seg_09,ctx_220,0.349,2,0
log_0114,2024-01-11 14:00:00,prod_030,seg_07,ctx_309,0.44,3,0
log_0115,2024-01-11 10:00:00,prod_018,seg_03,ctx_303,0.796,4,1
log_0116,2024-01-25 16:00:00,prod_004,seg_04,ctx_622,0.525,3,0
log_0117,2024-01-10 07:00:00,prod_008,seg_08,ctx_439,0.437,3,0
log_0118,2024-01-06 20:00:00,prod_042,seg_02,ctx_867,0.509,3,0
log_0119,2024-01-14 12:00:00,prod_060,seg_01,ctx_773,0.371,2,0
log_0120,2024-01-15 18:00:00,prod_086,seg_02,ctx_443,0.793,4,1
log_0121,2024-01-13 19:00:00,prod_043,seg_05,ctx_518,0.639,4,1
log_0122,2024-01-11 15:00:00,prod_019,seg_04,ctx_800,0.559,3,0
log_0123,2024-01-01 15:00:00,prod_089,seg_04,ctx_974,0.606,3,1
log_0124,2024-01-28 08:00:00,prod_009,seg_08,ctx_543,0.887,5,1
log_0125,2024-01-15 13:00:00,prod_063,seg_00,ctx_113,0.552,3,0
log_0126,2024-01-22 10:00:00,prod_007,seg_05,ctx_482,0.325,2,0
log_0127,2024-01-27 00:00:00,prod_057,seg_04,ctx_365,0.413,3,0
log_0128,2024-01-25 21:00:00,prod_003,seg_09,ctx_224,0.504,3,0
log_0129,2024-01-10 02:00:00,prod_086,seg_02,ctx_873,0.859,4,1
log_0130,2024-01-01 00:00:00,prod_053,seg_06,ctx_403,0.807,4,1
log_0131,2024-01-20 06:00:00,prod_032,seg_02,ctx_630,0.404,3,0
log_0132,2024-01-07 15:00:00,prod_040,seg_01,ctx_232,0.768,4,1
log_0133,2024-01-27 21:00:00,prod_085,seg_04,ctx_739,0.345,2,0
log_0134,2024-01-28 01:00:00,prod_040,seg_01,ctx_182,0.889,5,1
log_0135,2024-01-03 20:00:00,prod_025,seg_02,ctx_342,0.827,4,1
log_0136,2024-01-08 10:00:00,prod_069,seg_08,ctx_050,0.705,4,1
log_0137,2024-01-07 19:00:00,prod_034,seg_07,ctx_550,0.341,2,0
log_0138,2024-01-01 21:00:00,prod_072,seg_06,ctx_846,0.628,4,1
log_0139,2024-01-21 05:00:00,prod_000,seg_02,ctx_406,0.98,5,1
log_0140,2024-01-08 13:00:00,prod_061,seg_09,ctx_887,0.544,3,0
log_0141,2024-01-01 17:00:00,prod_090,seg_06,ctx_385,0.328,2,0
log_0142,2024-01-10 02:00:00,prod_022,seg_05,ctx_009,0.617,3,1
log_0143,2024-01-13 20:00:00,prod_078,seg_00,ctx_033,0.459,3,0
log_0144,2024-01-07 20:00:00,prod_048,seg_04,ctx_144,0.495,3,0
log_0145,2024-01-19 12:00:00,prod_080,seg_08,ctx_748,0.87,4,1
log_0146,2024-01-22 22:00:00,prod_056,seg_05,ctx_116,0.323,2,0
log_0147,2024-01-01 18:00:00,prod_074,seg_09,ctx_879,0.59,3,0
log_0148,2024-01-09 22:00:00,prod_075,seg_00,ctx_524,0.844,4,1
log_0149,2024-01-14 06:00:00,prod_033,seg_08,ctx_612,0.552,3,0
log_0150,2024-01-22 10:00:00,prod_034,seg_01,ctx_986,0.622,3,1
log_0151,2024-01-19 20:00:00,prod_046,seg_00,ctx_812,0.488,3,0
log_0152,2024-01-04 20:00:00,prod_061,seg_03,ctx_574,0.514,3,0
log_0153,2024-01-03 12:00:00,prod_030,seg_08,ctx_126,0.706,4,1
log_0154,2024-01-01 19:00:00,prod_062,seg_08,ctx_231,0.307,2,0
log_0155,2024-01-30 14:00:00,prod_067,seg_09,ctx_921,0.471,3,0
log_0156,2024-01-23 20:00:00,prod_072,seg_09,ctx_340,0.393,3,0
log_0157,2024-01-29 15:00:00,prod_065,seg_03,ctx_985,0.711,4,1
log_0158,2024-01-15 01:00:00,prod_064,seg_04,ctx_826,0.636,4,1
log_0159,2024-01-27 17:00:00,prod_036,seg_06,ctx_682,0.787,4,1
log_0160,2024-01-11 06:00:00,prod_030,seg_00,ctx_615,0.528,3,0
log_0161,2024-01-19 18:00:00,prod_018,seg_00,ctx_249,0.343,2,0
log_0162,2024-01-20 08:00:00,prod_048,seg_01,ctx_776,0.618,3,1
log_0163,2024-01-11 09:00:00,prod_029,seg_02,ctx_149,0.343,2,0
log_0164,2024-01-16 13:00:00,prod_097,seg_05,ctx_266,0.439,3,0
log_0165,2024-01-10 10:00:00,prod_048,seg_08,ctx_880,0.885,5,1
log_0166,2024-01-17 00:00:00,prod_013,seg_09,ctx_297,0.816,4,1
log_0167,2024-01-25 01:00:00,prod_080,seg_03,ctx_090,0.518,3,0
log_0168,2024-01-29 10:00:00,prod_005,seg_07,ctx_515,0.411,3,0
log_0169,2024-01-30 08:00:00,prod_018,seg_04,ctx_636,0.538,3,0
log_0170,2024-01-09 21:00:00,prod_063,seg_08,ctx_755,0.821,4,1
log_0171,2024-01-04 11:00:00,prod_098,seg_09,ctx_680,0.779,4,1
log_0172,2024-01-20 07:00:00,prod_006,seg_07,ctx_439,0.859,4,1
log_0173,2024-01-17 12:00:00,prod_023,seg_06,ctx_147,0.874,4,1
log_0174,2024-01-16 03:00:00,prod_021,seg_07,ctx_754,0.843,4,1
log_0175,2024-01-06 08:00:00,prod_058,seg_05,ctx_098,0.672,4,1
log_0176,2024-01-08 06:00:00,prod_030,seg_00,ctx_998,0.529,3,0
log_0177,2024-01-21 03:00:00,prod_003,seg_09,ctx_223,0.887,5,1
log_0178,2024-01-03 14:00:00,prod_093,seg_07,ctx_167,0.801,4,1
log_0179,2024-01-07 10:00:00,prod_014,seg_03,ctx_139,0.89,5,1
log_0180,2024-01-13 17:00:00,prod_000,seg_00,ctx_361,0.755,4,1
log_0181,2024-01-09 04:00:00,prod_065,seg_02,ctx_427,0.551,3,0
log_0182,2024-01-12 06:00:00,prod_081,seg_09,ctx_484,0.388,3,0
log_0183,2024-01-23 23:00:00,prod_055,seg_03,ctx_046,0.35,2,0
log_0184,2024-01-02 14:00:00,prod_075,seg_06,ctx_147,0.801,4,1
log_0185,2024-01-26 14:00:00,prod_031,seg_05,ctx_032,0.7,4,1
log_0186,2024-01-18 20:00:00,prod_051,seg_00,ctx_199,0.549,3,0
log_0187,2024-01-29 17:00:00,prod_096,seg_06,ctx_827,0.411,3,0
log_0188,2024-01-30 13:00:00,prod_016,seg_05,ctx_854,0.353,2,0
log_0189,2024-01-19 21:00:00,prod_079,seg_03,ctx_314,0.854,4,1
log_0190,2024-01-26 12:00:00,prod_028,seg_08,ctx_990,0.683,4,1
log_0191,2024-01-04 06:00:00,prod_093,seg_08,ctx_799,0.474,3,0
log_0192,2024-01-29 03:00:00,prod_081,seg_07,ctx_325,0.603,3,1
log_0193,2024-01-08 19:00:00,prod_063,seg_02,ctx_681,0.847,4,1
log_0194,2024-01-11 07:00:00,prod_039,seg_01,ctx_252,0.463,3,0
log_0195,2024-01-20 13:00:00,prod_071,seg_04,ctx_165,0.808,4,1
log_0196,2024-01-28 23:00:00,prod_049,seg_00,ctx_536,0.408,3,0
log_0197,2024-01-22 13:00:00,prod_057,seg_06,ctx_493,0.366,2,0
log_0198,2024-01-24 10:00:00,prod_071,seg_07,ctx_318,0.685,4,1
log_0199,2024-01-24 05:00:00,prod_059,seg_00,ctx_314,0.444,3,0
log_0200,2024-01-03 16:00:00,prod_043,seg_03,ctx_381,0.51,3,0
log_0201,2024-01-17 03:00:00,prod_036,seg_04,ctx_339,0.643,4,1
log_0202,2024-01-24 18:00:00,prod_089,seg_00,ctx_718,0.553,3,0
log_0203,2024-01-10 03:00:00,prod_047,seg_07,ctx_080,0.309,2,0
log_0204,2024-01-30 22:00:00,prod_072,seg_07,ctx_179,0.649,4,1
log_0205,2024-01-22 19:00:00,prod_067,seg_04,ctx_413,0.821,4,1
log_0206,2024-01-18 04:00:00,prod_057,seg_08,ctx_779,0.836,4,1
log_0207,2024-01-12 23:00:00,prod_095,seg_07,ctx_135,0.43,3,0
log_0208,2024-01-01 21:00:00,prod_085,seg_04,ctx_531,0.693,4,1
log_0209,2024-01-27 11:00:00,prod_087,seg_01,ctx_098,0.529,3,0
log_0210,2024-01-17 10:00:00,prod_053,seg_03,ctx_283,0.615,3,1
log_0211,2024-01-08 14:00:00,prod_072,seg_03,ctx_703,0.64,4,1
log_0212,2024-01-06 19:00:00,prod_064,seg_04,ctx_548,0.628,4,1
log_0213,2024-01-10 01:00:00,prod_096,seg_05,ctx_846,0.446,3,0
log_0214,2024-01-23 03:00:00,prod_027,seg_02,ctx_958,0.34,2,0
log_0215,2024-01-26 05:00:00,prod_066,seg_06,ctx_640,0.546,3,0
log_0216,2024-01-19 21:00:00,prod_008,seg_00,ctx_568,0.803,4,1
log_0217,2024-01-03 04:00:00,prod_010,seg_06,ctx_892,0.698,4,1
log_0218,2024-01-22 03:00:00,prod_085,seg_06,ctx_794,0.636,4,1
log_0219,2024-01-10 01:00:00,prod_027,seg_08,ctx_429,0.778,4,1
log_0220,2024-01-09 10:00:00,prod_028,seg_07,ctx_208,0.388,3,0
log_0221,2024-01-28 14:00:00,prod_065,seg_01,ctx_042,0.491,3,0
log_0222,2024-01-30 04:00:00,prod_032,seg_02,ctx_005,0.328,2,0
log_0223,2024-01-05 10:00:00,prod_090,seg_01,ctx_993,0.844,4,1
log_0224,2024-01-07 04:00:00,prod_074,seg_01,ctx_299,0.506,3,0
log_0225,2024-01-10 15:00:00,prod_002,seg_03,ctx_274,0.687,4,1
log_0226,2024-01-29 08:00:00,prod_090,seg_00,ctx_640,0.625,4,1
log_0227,2024-01-27 10:00:00,prod_099,seg_03,ctx_003,0.811,4,1
log_0228,2024-01-15 04:00:00,prod_068,seg_08,ctx_616,0.488,3,0
log_0229,2024-01-15 04:00:00,prod_076,seg_00,ctx_012,0.736,4,1
log_0230,2024-01-09 01:00:00,prod_092,seg_04,ctx_167,0.763,4,1
log_0231,2024-01-11 15:00:00,prod_034,seg_00,ctx_426,0.741,4,1
log_0232,2024-01-28 00:00:00,prod_022,seg_08,ctx_838,0.483,3,0
log_0233,2024-01-17 21:00:00,prod_039,seg_05,ctx_560,0.731,4,1
log_0234,2024-01-25 20:00:00,prod_040,seg_01,ctx_104,0.365,2,0
log_0235,2024-01-02 20:00:00,prod_017,seg_09,ctx_132,0.344,2,0
log_0236,2024-01-03 23:00:00,prod_036,seg_03,ctx_072,0.545,3,0
log_0237,2024-01-16 14:00:00,prod_021,seg_04,ctx_907,0.693,4,1
log_0238,2024-01-17 14:00:00,prod_013,seg_08,ctx_980,0.347,2,0
log_0239,2024-01-03 15:00:00,prod_047,seg_07,ctx_824,0.88,5,1
log_0240,2024-01-02 06:00:00,prod_036,seg_06,ctx_015,0.833,4,1
log_0241,2024-01-11 08:00:00,prod_077,seg_04,ctx_527,0.834,4,1
log_0242,2024-01-12 11:00:00,prod_086,seg_09,ctx_583,0.463,3,0
log_0243,2024-01-25 23:00:00,prod_060,seg_09,ctx_023,0.308,2,0
log_0244,2024-01-07 02:00:00,prod_064,seg_02,ctx_629,0.739,4,1
log_0245,2024-01-27 06:00:00,prod_017,seg_09,ctx_920,0.35,2,0
log_0246,2024-01-24 04:00:00,prod_035,seg_08,ctx_080,0.497,3,0
log_0247,2024-01-12 23:00:00,prod_038,seg_09,ctx_482,0.648,4,1
log_0248,2024-01-20 08:00:00,prod_069,seg_07,ctx_656,0.843,4,1
log_0249,2024-01-24 14:00:00,prod_032,seg_02,ctx_792,0.569,3,0
log_0250,2024-01-11 19:00:00,prod_001,seg_01,ctx_871,0.328,2,0
log_0251,2024-01-16 19:00:00,prod_056,seg_09,ctx_620,0.601,3,1
log_0252,2024-01-05 08:00:00,prod_029,seg_00,ctx_079,0.405,3,0
log_0253,2024-01-26 15:00:00,prod_095,seg_07,ctx_730,0.6,3,1
log_0254,2024-01-10 09:00:00,prod_048,seg_05,ctx_608,0.392,3,0
log_0255,2024-01-11 10:00:00,prod_070,seg_06,ctx_301,0.534,3,0
log_0256,2024-01-11 07:00:00,prod_043,seg_08,ctx_025,0.785,4,1
log_0257,2024-01-07 02:00:00,prod_024,seg_01,ctx_552,0.727,4,1
log_0258,2024-01-12 04:00:00,prod_049,seg_09,ctx_298,0.409,3,0
log_0259,2024-01-17 00:00:00,prod_090,seg_04,ctx_520,0.889,5,1
log_0260,2024-01-11 23:00:00,prod_078,seg_05,ctx_516,0.469,3,0
log_0261,2024-01-12 22:00:00,prod_038,seg_07,ctx_027,0.507,3,0
log_0262,2024-01-30 22:00:00,prod_057,seg_08,ctx_499,0.547,3,0
log_0263,2024-01-27 23:00:00,prod_008,seg_02,ctx_770,0.604,3,1
log_0264,2024-01-27 22:00:00,prod_048,seg_07,ctx_869,0.867,4,1
log_0265,2024-01-15 03:00:00,prod_012,seg_01,ctx_403,0.835,4,1
log_0266,2024-01-10 07:00:00,prod_079,seg_08,ctx_206,0.665,4,1
log_0267,2024-01-27 09:00:00,prod_049,seg_06,ctx_505,0.611,3,1
log_0268,2024-01-19 16:00:00,prod_060,seg_06,ctx_725,0.34,2,0
log_0269,2024-01-19 04:00:00,prod_056,seg_06,ctx_342,0.832,4,1
log_0270,2024-01-06 22:00:00,prod_025,seg_01,ctx_967,0.575,3,0
log_0271,2024-01-28 06:00:00,prod_014,seg_09,ctx_652,0.706,4,1
log_0272,2024-01-09 23:00:00,prod_048,seg_04,ctx_463,0.788,4,1
log_0273,2024-01-18 01:00:00,prod_079,seg_01,ctx_305,0.379,3,0
log_0274,2024-01-25 04:00:00,prod_054,seg_05,ctx_652,0.564,3,0
log_0275,2024-01-01 18:00:00,prod_054,seg_00,ctx_038,0.624,3,1
log_0276,2024-01-14 23:00:00,prod_003,seg_01,ctx_635,0.643,4,1
log_0277,2024-01-05 18:00:00,prod_080,seg_05,ctx_988,0.422,3,0
log_0278,2024-01-11 09:00:00,prod_074,seg_00,ctx_522,0.933,5,1
log_0279,2024-01-29 23:00:00,prod_016,seg_01,ctx_728,0.69,4,1
log_0280,2024-01-08 12:00:00,prod_010,seg_06,ctx_310,0.676,4,1
log_0281,2024-01-13 09:00:00,prod_099,seg_05,ctx_370,0.49,3,0
log_0282,2024-01-21 00:00:00,prod_078,seg_07,ctx_036,0.624,3,1
log_0283,2024-01-29 12:00:00,prod_047,seg_09,ctx_467,0.741,4,1
log_0284,2024-01-20 23:00:00,prod_066,seg_01,ctx_737,0.407,3,0
log_0285,2024-01-08 17:00:00,prod_085,seg_02,ctx_418,0.49,3,0
log_0286,2024-01-20 01:00:00,prod_070,seg_01,ctx_453,0.481,3,0
log_0287,2024-01-17 10:00:00,prod_093,seg_02,ctx_279,0.544,3,0
log_0288,2024-01-14 02:00:00,prod_030,seg_03,ctx_095,0.752,4,1
log_0289,2024-01-05 14:00:00,prod_071,seg_01,ctx_191,0.605,3,1
log_0290,2024-01-01 08:00:00,prod_030,seg_01,ctx_445,0.356,2,0
log_0291,2024-01-02 01:00:00,prod_059,seg_05,ctx_095,0.899,5,1
log_0292,2024-01-14 08:00:00,prod_013,seg_01,ctx_046,0.722,4,1
log_0293,2024-01-13 23:00:00,prod_079,seg_00,ctx_372,0.592,3,0
log_0294,2024-01-11 06:00:00,prod_045,seg_08,ctx_135,0.427,3,0
log_0295,2024-01-20 18:00:00,prod_051,seg_02,ctx_243,0.83,4,1
log_0296,2024-01-10 23:00:00,prod_044,seg_02,ctx_169,0.416,3,0
log_0297,2024-01-21 14:00:00,prod_017,seg_03,ctx_886,0.513,3,0
log_0298,2024-01-21 11:00:00,prod_079,seg_04,ctx_108,0.579,3,0
log_0299,2024-01-05 09:00:00,prod_036,seg_08,ctx_639,0.385,3,0
log_0300,2024-01-29 15:00:00,prod_095,seg_01,ctx_832,0.408,3,0
log_0301,2024-01-30 03:00:00,prod_032,seg_09,ctx_228,0.42,3,0
log_0302,2024-01-03 06:00:00,prod_044,seg_00,ctx_109,0.656,4,1
log_0303,2024-01-18 05:00:00,prod_028,seg_05,ctx_143,0.393,3,0
log_0304,2024-01-09 06:00:00,prod_059,seg_03,ctx_347,0.382,3,0
log_0305,2024-01-30 15:00:00,prod_042,seg_04,ctx_286,0.593,3,0
log_0306,2024-01-08 01:00:00,prod_035,seg_00,ctx_123,0.531,3,0
log_0307,2024-01-15 11:00:00,prod_079,seg_02,ctx_059,0.593,3,0
log_0308,2024-01-08 03:00:00,prod_022,seg_01,ctx_545,0.772,4,1
log_0309,2024-01-15 13:00:00,prod_098,seg_05,ctx_265,0.883,5,1
log_0310,2024-01-11 19:00:00,prod_094,seg_03,ctx_040,0.822,4,1
log_0311,2024-01-29 12:00:00,prod_030,seg_05,ctx_314,0.499,3,0
log_0312,2024-01-22 18:00:00,prod_069,seg_06,ctx_609,0.327,2,0
log_0313,2024-01-15 23:00:00,prod_097,seg_06,ctx_631,0.605,3,1
log_0314,2024-01-24 20:00:00,prod_067,seg_09,ctx_265,0.513,3,0
log_0315,2024-01-29 00:00:00,prod_064,seg_02,ctx_931,0.428,3,0
log_0316,2024-01-11 07:00:00,prod_088,seg_06,ctx_898,0.513,3,0
log_0317,2024-01-02 02:00:00,prod_049,seg_02,ctx_985,0.53,3,0
log_0318,2024-01-21 09:00:00,prod_068,seg_09,ctx_716,0.479,3,0
log_0319,2024-01-17 00:00:00,prod_081,seg_02,ctx_167,0.373,2,0
log_0320,2024-01-24 12:00:00,prod_084,seg_02,ctx_708,0.705,4,1
log_0321,2024-01-05 07:00:00,prod_079,seg_09,ctx_790,0.685,4,1
log_0322,2024-01-02 08:00:00,prod_001,seg_03,ctx_129,0.719,4,1
log_0323,2024-01-20 07:00:00,prod_066,seg_08,ctx_489,0.667,4,1
log_0324,2024-01-04 16:00:00,prod_065,seg_03,ctx_586,0.755,4,1
log_0325,2024-01-19 04:00:00,prod_099,seg_09,ctx_589,0.408,3,0
log_0326,2024-01-04 13:00:00,prod_083,seg_02,ctx_778,0.877,5,1
log_0327,2024-01-13 00:00:00,prod_073,seg_05,ctx_717,0.702,4,1
log_0328,2024-01-05 11:00:00,prod_096,seg_07,ctx_859,0.793,4,1
log_0329,2024-01-13 20:00:00,prod_036,seg_00,ctx_412,0.765,4,1
log_0330,2024-01-25 00:00:00,prod_085,seg_02,ctx_163,0.459,3,0
