agent_id,segment_id,timestamp,product_id,product_category,context_id,intent_value,time_of_day
agent_46,seg_00,2024-01-04 12:00:00,prod_018,water_enhanced,ctx_027,0.48050264766388456,afternoon
agent_24,seg_04,2024-01-04 15:00:00,prod_027,energy_drink,ctx_049,0.7156100394765847,evening
agent_47,seg_02,2024-01-04 15:00:00,prod_029,energy_drink,ctx_031,0.6292774569767423,evening
agent_20,seg_04,2024-01-04 15:00:00,prod_019,energy_drink,ctx_089,0.6766893409656795,evening
agent_18,seg_00,2024-01-04 15:00:00,prod_042,sports_drink,ctx_062,0.6279772854501283,evening
agent_28,seg_02,2024-01-04 15:00:00,prod_030,sports_drink,ctx_098,0.6643524117738367,evening
agent_10,seg_01,2024-01-04 15:00:00,prod_046,tea,ctx_078,0.5994311985467338,evening
agent_43,seg_03,2024-01-04 15:00:00,prod_031,juice,ctx_003,0.7613605850378595,evening
agent_23,seg_00,2024-01-04 18:00:00,prod_041,sports_drink,ctx_028,0.6599075075985317,evening
agent_5,seg_04,2024-01-04 18:00:00,prod_002,soda,ctx_050,0.6917555459833975,evening
agent_48,seg_02,2024-01-04 18:00:00,prod_041,sports_drink,ctx_016,0.8624129442912183,evening
agent_3,seg_01,2024-01-05 08:00:00,prod_010,coffee_drink,ctx_033,0.6451299081934215,morning
agent_30,seg_01,2024-01-05 08:00:00,prod_034,coffee_drink,ctx_037,0.7498061748035475,morning
agent_39,seg_00,2024-01-05 08:00:00,prod_041,sports_drink,ctx_009,0.7908264348044513,morning
agent_43,seg_03,2024-01-05 12:00:00,prod_047,tea,ctx_039,0.654249233033615,afternoon
agent_37,seg_00,2024-01-05 12:00:00,prod_014,water_enhanced,ctx_005,0.4488594414165946,afternoon
agent_3,seg_01,2024-01-05 12:00:00,prod_046,tea,ctx_010,0.5635706948168873,afternoon
agent_20,seg_04,2024-01-05 12:00:00,prod_029,energy_drink,ctx_019,0.7143965737122798,afternoon
agent_23,seg_00,2024-01-05 12:00:00,prod_041,sports_drink,ctx_026,0.8107296040673659,afternoon
agent_2,seg_01,2024-01-05 12:00:00,prod_016,coffee_drink,ctx_022,0.6153488273996078,afternoon
agent_38,seg_01,2024-01-05 12:00:00,prod_034,coffee_drink,ctx_056,0.7006991771053197,afternoon
agent_47,seg_02,2024-01-05 12:00:00,prod_013,sports_drink,ctx_069,0.48467532072630437,afternoon
agent_9,seg_04,2024-01-05 15:00:00,prod_027,energy_drink,ctx_028,0.5376453669690057,evening
agent_10,seg_01,2024-01-05 15:00:00,prod_007,tea,ctx_069,0.7933978273255923,evening
agent_29,seg_04,2024-01-05 15:00:00,prod_043,soda,ctx_069,0.6487569389898165,evening
agent_25,seg_04,2024-01-05 18:00:00,prod_005,energy_drink,ctx_061,0.6341873326027865,evening
agent_6,seg_02,2024-01-05 20:00:00,prod_013,sports_drink,ctx_001,0.4176398225149761,night
agent_25,seg_04,2024-01-05 20:00:00,prod_029,energy_drink,ctx_000,0.5063646879575135,night
agent_16,seg_00,2024-01-06 08:00:00,prod_000,water_enhanced,ctx_016,0.6048133808589727,morning
agent_5,seg_04,2024-01-06 08:00:00,prod_019,energy_drink,ctx_067,0.7944469615223918,morning
agent_46,seg_00,2024-01-06 08:00:00,prod_006,water_enhanced,ctx_033,0.6860059514721234,morning
agent_34,seg_00,2024-01-06 08:00:00,prod_042,sports_drink,ctx_062,0.6454185118071674,morning
agent_20,seg_04,2024-01-06 08:00:00,prod_027,energy_drink,ctx_091,0.6529463337077126,morning
agent_20,seg_04,2024-01-06 08:00:00,prod_002,soda,ctx_099,0.6749864891365362,morning
agent_38,seg_01,2024-01-06 08:00:00,prod_025,tea,ctx_099,0.7096982292342838,morning
agent_8,seg_01,2024-01-06 08:00:00,prod_008,tea,ctx_073,0.5933571580390831,morning
agent_23,seg_00,2024-01-06 12:00:00,prod_012,water_enhanced,ctx_005,0.4401116152591941,afternoon
agent_46,seg_00,2024-01-06 12:00:00,prod_018,water_enhanced,ctx_055,0.6397062291147978,afternoon
agent_47,seg_02,2024-01-06 12:00:00,prod_021,sports_drink,ctx_077,0.6115085741169676,afternoon
agent_37,seg_00,2024-01-06 15:00:00,prod_036,sports_drink,ctx_022,0.589229160983651,evening
agent_43,seg_03,2024-01-06 15:00:00,prod_020,water_enhanced,ctx_018,0.7774271317025389,evening
agent_23,seg_00,2024-01-06 18:00:00,prod_036,sports_drink,ctx_084,0.7668226182537565,evening
agent_32,seg_01,2024-01-06 18:00:00,prod_046,tea,ctx_090,0.7774032317303315,evening
agent_12,seg_02,2024-01-06 18:00:00,prod_033,energy_drink,ctx_011,0.6579970328676277,evening
agent_49,seg_02,2024-01-06 20:00:00,prod_013,sports_drink,ctx_093,0.5628996200444053,night
agent_16,seg_00,2024-01-07 08:00:00,prod_041,sports_drink,ctx_088,0.6808277333800492,morning
agent_45,seg_00,2024-01-07 08:00:00,prod_014,water_enhanced,ctx_079,0.5860349546599041,morning
agent_8,seg_01,2024-01-07 08:00:00,prod_010,coffee_drink,ctx_080,0.6766712769594936,morning
agent_45,seg_00,2024-01-07 12:00:00,prod_018,water_enhanced,ctx_073,0.5529030298229911,afternoon
agent_27,seg_02,2024-01-07 12:00:00,prod_035,energy_drink,ctx_084,0.910453474127629,afternoon
agent_11,seg_03,2024-01-07 12:00:00,prod_008,tea,ctx_018,0.7025491892686041,afternoon
agent_21,seg_01,2024-01-07 12:00:00,prod_045,coffee_drink,ctx_037,0.5323465046744216,afternoon
agent_18,seg_00,2024-01-07 12:00:00,prod_015,water_enhanced,ctx_006,0.6822991291829978,afternoon
agent_49,seg_02,2024-01-07 12:00:00,prod_032,sports_drink,ctx_066,0.8039843017426516,afternoon
agent_36,seg_03,2024-01-07 15:00:00,prod_008,tea,ctx_079,0.6416322156131699,evening
agent_23,seg_00,2024-01-07 15:00:00,prod_003,water_enhanced,ctx_055,0.6870153165214503,evening
agent_31,seg_04,2024-01-07 15:00:00,prod_035,energy_drink,ctx_089,0.6729570191432382,evening
agent_38,seg_01,2024-01-07 18:00:00,prod_025,tea,ctx_071,0.6494964534412424,evening
agent_19,seg_04,2024-01-07 18:00:00,prod_048,energy_drink,ctx_034,0.6044078229521858,evening
agent_16,seg_00,2024-01-07 18:00:00,prod_032,sports_drink,ctx_096,0.5741309129273241,evening
agent_14,seg_01,2024-01-07 18:00:00,prod_034,coffee_drink,ctx_021,0.5893546199000754,evening
agent_10,seg_01,2024-01-07 20:00:00,prod_034,coffee_drink,ctx_055,0.6602736419759333,night
agent_16,seg_00,2024-01-08 08:00:00,prod_028,sports_drink,ctx_025,0.6048864258181874,morning
agent_24,seg_04,2024-01-08 08:00:00,prod_002,soda,ctx_026,0.6029017475141122,morning
agent_7,seg_03,2024-01-08 08:00:00,prod_026,water_enhanced,ctx_008,0.5882891206308853,morning
agent_29,seg_04,2024-01-08 12:00:00,prod_035,energy_drink,ctx_053,0.765543810813554,afternoon
agent_38,seg_01,2024-01-08 12:00:00,prod_047,tea,ctx_081,0.6248759512509753,afternoon
agent_2,seg_01,2024-01-08 12:00:00,prod_046,tea,ctx_019,0.62045098297651,afternoon
agent_18,seg_00,2024-01-08 12:00:00,prod_042,sports_drink,ctx_020,0.6895775987348578,afternoon
agent_18,seg_00,2024-01-08 12:00:00,prod_000,water_enhanced,ctx_088,0.5485265153764617,afternoon
agent_8,seg_01,2024-01-08 12:00:00,prod_009,coffee_drink,ctx_065,0.7442837353636761,afternoon
agent_21,seg_01,2024-01-08 15:00:00,prod_024,coffee_drink,ctx_047,0.714687320780791,evening
agent_37,seg_00,2024-01-08 15:00:00,prod_014,water_enhanced,ctx_062,0.5416311234050009,evening
agent_43,seg_03,2024-01-08 15:00:00,prod_018,water_enhanced,ctx_060,0.7537101257179858,evening
agent_35,seg_00,2024-01-08 18:00:00,prod_000,water_enhanced,ctx_023,0.6543125827052687,evening
agent_35,seg_00,2024-01-08 18:00:00,prod_000,water_enhanced,ctx_033,0.652737754417157,evening
agent_0,seg_01,2024-01-08 18:00:00,prod_047,tea,ctx_000,0.6593739370689503,evening
agent_11,seg_03,2024-01-08 18:00:00,prod_004,water_enhanced,ctx_063,0.6774742388128049,evening
agent_11,seg_03,2024-01-08 20:00:00,prod_006,water_enhanced,ctx_027,0.720897848307616,night
agent_41,seg_03,2024-01-09 08:00:00,prod_015,water_enhanced,ctx_048,0.580193376246411,morning
agent_7,seg_03,2024-01-09 08:00:00,prod_040,juice,ctx_038,0.6243781940490083,morning
agent_5,seg_04,2024-01-09 08:00:00,prod_023,soda,ctx_085,0.5839387640088689,morning
agent_12,seg_02,2024-01-09 08:00:00,prod_028,sports_drink,ctx_038,0.6518793621152617,morning
agent_34,seg_00,2024-01-09 08:00:00,prod_028,sports_drink,ctx_057,0.5342921236279115,morning
agent_30,seg_01,2024-01-09 08:00:00,prod_047,tea,ctx_063,0.6530256495817113,morning
agent_43,seg_03,2024-01-09 12:00:00,prod_011,juice,ctx_085,0.4426154384772693,afternoon
agent_43,seg_03,2024-01-09 12:00:00,prod_006,water_enhanced,ctx_093,0.5676593771199296,afternoon
agent_41,seg_03,2024-01-09 12:00:00,prod_012,water_enhanced,ctx_042,0.8588098239057622,afternoon
agent_47,seg_02,2024-01-09 12:00:00,prod_027,energy_drink,ctx_048,0.8876595428798252,afternoon
agent_47,seg_02,2024-01-09 15:00:00,prod_041,sports_drink,ctx_050,0.6310195714718521,evening
agent_22,seg_01,2024-01-09 15:00:00,prod_045,coffee_drink,ctx_002,0.6971130074400207,evening
agent_33,seg_04,2024-01-09 15:00:00,prod_022,soda,ctx_010,0.5059385252768682,evening
agent_11,seg_03,2024-01-09 18:00:00,prod_014,water_enhanced,ctx_088,0.6208525983631364,evening
agent_32,seg_01,2024-01-09 20:00:00,prod_008,tea,ctx_096,0.569470247361511,night
agent_45,seg_00,2024-01-09 20:00:00,prod_028,sports_drink,ctx_073,0.5600521464796819,night
agent_38,seg_01,2024-01-09 20:00:00,prod_025,tea,ctx_072,0.760059923424702,night
agent_11,seg_03,2024-01-10 08:00:00,prod_039,water_enhanced,ctx_082,0.5925127682233499,morning
agent_29,seg_04,2024-01-10 08:00:00,prod_033,energy_drink,ctx_008,0.7091441372696303,morning
agent_36,seg_03,2024-01-10 08:00:00,prod_026,water_enhanced,ctx_073,0.7647594757940255,morning
agent_40,seg_00,2024-01-10 08:00:00,prod_006,water_enhanced,ctx_060,0.5762700813990594,morning
agent_0,seg_01,2024-01-10 08:00:00,prod_037,tea,ctx_045,0.6007751449375733,morning
agent_32,seg_01,2024-01-10 12:00:00,prod_037,tea,ctx_009,0.7439313206293249,afternoon
agent_27,seg_02,2024-01-10 12:00:00,prod_042,sports_drink,ctx_081,0.6412271153583047,afternoon
agent_8,seg_01,2024-01-10 12:00:00,prod_009,coffee_drink,ctx_001,0.677688881078044,afternoon
agent_6,seg_02,2024-01-10 15:00:00,prod_033,energy_drink,ctx_005,0.7810469561688407,evening
agent_30,seg_01,2024-01-10 15:00:00,prod_010,coffee_drink,ctx_091,0.5949851500994855,evening
agent_2,seg_01,2024-01-10 18:00:00,prod_024,coffee_drink,ctx_037,0.6402174933594849,evening
agent_39,seg_00,2024-01-10 18:00:00,prod_030,sports_drink,ctx_032,0.6324865599554785,evening
agent_31,seg_04,2024-01-10 18:00:00,prod_017,energy_drink,ctx_055,0.5692908245460265,evening
agent_22,seg_01,2024-01-10 18:00:00,prod_008,tea,ctx_011,0.7420800411843177,evening
agent_47,seg_02,2024-01-10 18:00:00,prod_028,sports_drink,ctx_025,0.6093808694090972,evening
agent_31,seg_04,2024-01-10 18:00:00,prod_005,energy_drink,ctx_035,0.60901331186827,evening
agent_12,seg_02,2024-01-10 20:00:00,prod_035,energy_drink,ctx_052,0.7587376459086997,night
agent_29,seg_04,2024-01-11 08:00:00,prod_017,energy_drink,ctx_033,0.6266600932524686,morning
agent_2,seg_01,2024-01-11 08:00:00,prod_009,coffee_drink,ctx_073,0.6806306157974458,morning
agent_27,seg_02,2024-01-11 08:00:00,prod_032,sports_drink,ctx_028,0.6041956611500093,morning
agent_41,seg_03,2024-01-11 12:00:00,prod_008,tea,ctx_073,0.5852742001875979,afternoon
agent_33,seg_04,2024-01-11 12:00:00,prod_035,energy_drink,ctx_048,0.5872300949657626,afternoon
agent_24,seg_04,2024-01-11 12:00:00,prod_033,energy_drink,ctx_046,0.6576474943368625,afternoon
agent_42,seg_00,2024-01-11 12:00:00,prod_042,sports_drink,ctx_092,0.6456202036615767,afternoon
agent_13,seg_04,2024-01-11 12:00:00,prod_023,soda,ctx_041,0.5732917644871012,afternoon
agent_6,seg_02,2024-01-11 12:00:00,prod_013,sports_drink,ctx_097,0.6616286342949573,afternoon
agent_39,seg_00,2024-01-11 12:00:00,prod_004,water_enhanced,ctx_049,0.6271390823066226,afternoon
agent_34,seg_00,2024-01-11 12:00:00,prod_026,water_enhanced,ctx_038,0.5757800135410799,afternoon
agent_33,seg_04,2024-01-11 12:00:00,prod_033,energy_drink,ctx_059,0.78125759262525,afternoon
agent_36,seg_03,2024-01-11 15:00:00,prod_044,juice,ctx_065,0.7770340781843713,evening
agent_36,seg_03,2024-01-11 15:00:00,prod_038,juice,ctx_052,0.6416305264904116,evening
agent_37,seg_00,2024-01-11 18:00:00,prod_000,water_enhanced,ctx_075,0.7565853680242232,evening
agent_39,seg_00,2024-01-11 20:00:00,prod_041,sports_drink,ctx_016,0.5802906720531964,night
agent_28,seg_02,2024-01-11 20:00:00,prod_033,energy_drink,ctx_083,0.8270769335922998,night
agent_20,seg_04,2024-01-12 08:00:00,prod_033,energy_drink,ctx_089,0.5828589111291707,morning
agent_33,seg_04,2024-01-12 08:00:00,prod_005,energy_drink,ctx_032,0.604625046868988,morning
agent_3,seg_01,2024-01-12 08:00:00,prod_034,coffee_drink,ctx_029,0.7062054837568517,morning
agent_43,seg_03,2024-01-12 12:00:00,prod_001,juice,ctx_024,0.5748796140441725,afternoon
agent_6,seg_02,2024-01-12 12:00:00,prod_019,energy_drink,ctx_083,0.7251530529812085,afternoon
agent_33,seg_04,2024-01-12 12:00:00,prod_033,energy_drink,ctx_099,0.6844666979529933,afternoon
agent_33,seg_04,2024-01-12 12:00:00,prod_043,soda,ctx_069,0.5479353136493754,afternoon
agent_24,seg_04,2024-01-12 12:00:00,prod_043,soda,ctx_039,0.7572771125050417,afternoon
agent_15,seg_01,2024-01-12 12:00:00,prod_046,tea,ctx_086,0.5620940922419604,afternoon
agent_12,seg_02,2024-01-12 15:00:00,prod_032,sports_drink,ctx_007,0.6164916437376126,evening
agent_48,seg_02,2024-01-12 15:00:00,prod_027,energy_drink,ctx_080,0.826842446932019,evening
agent_10,seg_01,2024-01-12 15:00:00,prod_025,tea,ctx_085,0.6636743456829324,evening
agent_33,seg_04,2024-01-12 18:00:00,prod_043,soda,ctx_039,0.6208440605447775,evening
agent_16,seg_00,2024-01-12 18:00:00,prod_036,sports_drink,ctx_000,0.6759075484379888,evening
agent_31,seg_04,2024-01-12 18:00:00,prod_033,energy_drink,ctx_014,0.548166775881494,evening
agent_45,seg_00,2024-01-12 18:00:00,prod_042,sports_drink,ctx_046,0.5946580490529842,evening
agent_44,seg_01,2024-01-12 20:00:00,prod_047,tea,ctx_048,0.6796339035810031,night
agent_10,seg_01,2024-01-13 08:00:00,prod_016,coffee_drink,ctx_065,0.5895918459414469,morning
agent_11,seg_03,2024-01-13 08:00:00,prod_031,juice,ctx_015,0.7985552097668712,morning
agent_47,seg_02,2024-01-13 12:00:00,prod_017,energy_drink,ctx_096,0.7105725256567345,afternoon
agent_0,seg_01,2024-01-13 12:00:00,prod_025,tea,ctx_086,0.6284545329440516,afternoon
agent_34,seg_00,2024-01-13 12:00:00,prod_028,sports_drink,ctx_058,0.5647058201669153,afternoon
agent_26,seg_04,2024-01-13 12:00:00,prod_005,energy_drink,ctx_079,0.7337472290586997,afternoon
agent_35,seg_00,2024-01-13 12:00:00,prod_006,water_enhanced,ctx_038,0.7575450245125019,afternoon
agent_15,seg_01,2024-01-13 15:00:00,prod_037,tea,ctx_006,0.6336363429547063,evening
agent_25,seg_04,2024-01-13 15:00:00,prod_019,energy_drink,ctx_004,0.5915027471143933,evening
agent_40,seg_00,2024-01-13 15:00:00,prod_028,sports_drink,ctx_006,0.6506844302205802,evening
agent_43,seg_03,2024-01-13 15:00:00,prod_026,water_enhanced,ctx_057,0.6555224886979542,evening
agent_32,seg_01,2024-01-13 18:00:00,prod_034,coffee_drink,ctx_088,0.6473157446151291,evening
agent_3,seg_01,2024-01-13 18:00:00,prod_008,tea,ctx_038,0.6711965070555396,evening
agent_26,seg_04,2024-01-13 18:00:00,prod_048,energy_drink,ctx_089,0.6580101629966812,evening
agent_20,seg_04,2024-01-13 18:00:00,prod_048,energy_drink,ctx_036,0.6862079871605391,evening
agent_30,seg_01,2024-01-13 18:00:00,prod_025,tea,ctx_076,0.5222350563195931,evening
agent_31,seg_04,2024-01-13 20:00:00,prod_019,energy_drink,ctx_045,0.5827940831343061,night
agent_40,seg_00,2024-01-14 08:00:00,prod_030,sports_drink,ctx_082,0.6231934673091812,morning
agent_26,seg_04,2024-01-14 08:00:00,prod_017,energy_drink,ctx_052,0.5480747409971821,morning
agent_20,seg_04,2024-01-14 12:00:00,prod_002,soda,ctx_088,0.8252240454531563,afternoon
agent_15,seg_01,2024-01-14 12:00:00,prod_007,tea,ctx_093,0.5852040155679715,afternoon
agent_40,seg_00,2024-01-14 12:00:00,prod_018,water_enhanced,ctx_080,0.6946429040873469,afternoon
agent_38,seg_01,2024-01-14 12:00:00,prod_008,tea,ctx_027,0.6500140178871289,afternoon
agent_34,seg_00,2024-01-14 15:00:00,prod_020,water_enhanced,ctx_068,0.6266119687840002,evening
agent_33,seg_04,2024-01-14 15:00:00,prod_002,soda,ctx_016,0.7359273443297246,evening
agent_22,seg_01,2024-01-14 15:00:00,prod_037,tea,ctx_046,0.6053801375899112,evening
agent_33,seg_04,2024-01-14 15:00:00,prod_005,energy_drink,ctx_094,0.6213747148028617,evening
agent_6,seg_02,2024-01-14 15:00:00,prod_033,energy_drink,ctx_040,0.5574006472118991,evening
agent_36,seg_03,2024-01-14 18:00:00,prod_018,water_enhanced,ctx_053,0.7558609187719121,evening
agent_34,seg_00,2024-01-14 18:00:00,prod_032,sports_drink,ctx_062,0.680298127912952,evening
agent_26,seg_04,2024-01-14 18:00:00,prod_022,soda,ctx_060,0.5300951166091825,evening
agent_45,seg_00,2024-01-14 20:00:00,prod_004,water_enhanced,ctx_018,0.6135868866991625,night
agent_29,seg_04,2024-01-14 20:00:00,prod_019,energy_drink,ctx_011,0.6649553064690044,night
agent_15,seg_01,2024-01-14 20:00:00,prod_025,tea,ctx_039,0.585093484358035,night
agent_12,seg_02,2024-01-15 08:00:00,prod_028,sports_drink,ctx_050,0.5961383087618253,morning
agent_25,seg_04,2024-01-15 08:00:00,prod_005,energy_drink,ctx_031,0.6523177373345029,morning
agent_37,seg_00,2024-01-15 12:00:00,prod_014,water_enhanced,ctx_092,0.548411016783232,afternoon
agent_28,seg_02,2024-01-15 12:00:00,prod_029,energy_drink,ctx_067,0.6914860798282494,afternoon
agent_38,seg_01,2024-01-15 12:00:00,prod_046,tea,ctx_030,0.43681627020018654,afternoon
agent_0,seg_01,2024-01-15 12:00:00,prod_016,coffee_drink,ctx_068,0.6731537895376065,afternoon
agent_12,seg_02,2024-01-15 12:00:00,prod_030,sports_drink,ctx_069,0.677282879187936,afternoon
agent_46,seg_00,2024-01-15 12:00:00,prod_018,water_enhanced,ctx_024,0.5735686447511666,afternoon
agent_15,seg_01,2024-01-15 12:00:00,prod_008,tea,ctx_081,0.5472091704195247,afternoon
agent_16,seg_00,2024-01-15 15:00:00,prod_042,sports_drink,ctx_046,0.6174891890137697,evening
agent_31,seg_04,2024-01-15 15:00:00,prod_029,energy_drink,ctx_065,0.4431872695803558,evening
agent_8,seg_01,2024-01-15 18:00:00,prod_037,tea,ctx_030,0.6633252282042564,evening
agent_36,seg_03,2024-01-15 18:00:00,prod_040,juice,ctx_026,0.5064897724606936,evening
agent_21,seg_01,2024-01-15 18:00:00,prod_037,tea,ctx_022,0.5852543139476668,evening
agent_9,seg_04,2024-01-15 18:00:00,prod_033,energy_drink,ctx_047,0.6935042460548455,evening
agent_30,seg_01,2024-01-15 18:00:00,prod_008,tea,ctx_002,0.6150960539201427,evening
agent_24,seg_04,2024-01-15 20:00:00,prod_023,soda,ctx_025,0.7206513606746732,night
agent_15,seg_01,2024-01-16 08:00:00,prod_007,tea,ctx_039,0.6348473295501902,morning
agent_18,seg_00,2024-01-16 08:00:00,prod_028,sports_drink,ctx_020,0.647016883961549,morning
agent_5,seg_04,2024-01-16 12:00:00,prod_002,soda,ctx_078,0.5728345667743894,afternoon
agent_11,seg_03,2024-01-16 12:00:00,prod_046,tea,ctx_012,0.7094523369313576,afternoon
agent_23,seg_00,2024-01-16 12:00:00,prod_042,sports_drink,ctx_064,0.6939267191236531,afternoon
agent_49,seg_02,2024-01-16 12:00:00,prod_013,sports_drink,ctx_043,0.7476085657674908,afternoon
agent_25,seg_04,2024-01-16 12:00:00,prod_043,soda,ctx_023,0.608180729970283,afternoon
agent_35,seg_00,2024-01-16 12:00:00,prod_028,sports_drink,ctx_078,0.6843887336863971,afternoon
agent_32,seg_01,2024-01-16 12:00:00,prod_025,tea,ctx_019,0.7106684955796188,afternoon
agent_9,seg_04,2024-01-16 12:00:00,prod_019,energy_drink,ctx_078,0.6270502740735149,afternoon
agent_25,seg_04,2024-01-16 12:00:00,prod_023,soda,ctx_065,0.6155709727292497,afternoon
agent_35,seg_00,2024-01-16 15:00:00,prod_041,sports_drink,ctx_045,0.6043433842295093,evening
agent_9,seg_04,2024-01-16 15:00:00,prod_048,energy_drink,ctx_067,0.6209899016179612,evening
