log_id,timestamp,product_id,segment_id,context_id,preference_value,rating,liked
log_0155,2024-01-06 02:00:00,prod_046,seg_02,ctx_017,0.885,5,1
log_0156,2024-01-10 22:00:00,prod_023,seg_02,ctx_042,0.616,3,1
log_0157,2024-01-12 23:00:00,prod_013,seg_01,ctx_029,0.666,4,1
log_0158,2024-01-30 15:00:00,prod_000,seg_04,ctx_045,0.383,3,0
log_0159,2024-01-25 11:00:00,prod_047,seg_03,ctx_077,0.648,4,1
log_0160,2024-01-13 12:00:00,prod_016,seg_03,ctx_057,0.454,3,0
log_0161,2024-01-21 17:00:00,prod_003,seg_03,ctx_075,0.624,3,1
log_0162,2024-01-18 22:00:00,prod_040,seg_02,ctx_025,0.469,3,0
log_0163,2024-01-01 21:00:00,prod_035,seg_01,ctx_025,0.385,3,0
log_0164,2024-01-09 21:00:00,prod_007,seg_01,ctx_092,0.376,3,0
log_0165,2024-01-02 14:00:00,prod_038,seg_02,ctx_051,0.314,2,0
log_0166,2024-01-08 23:00:00,prod_020,seg_01,ctx_034,0.829,4,1
log_0167,2024-01-18 13:00:00,prod_008,seg_04,ctx_008,0.364,2,0
log_0168,2024-01-19 04:00:00,prod_029,seg_00,ctx_034,0.57,3,0
log_0169,2024-01-01 06:00:00,prod_015,seg_03,ctx_067,0.54,3,0
log_0170,2024-01-29 03:00:00,prod_042,seg_02,ctx_052,0.521,3,0
log_0171,2024-01-26 02:00:00,prod_035,seg_01,ctx_081,0.866,4,1
log_0172,2024-01-28 15:00:00,prod_000,seg_04,ctx_029,0.41,3,0
log_0173,2024-01-28 00:00:00,prod_031,seg_03,ctx_055,0.617,3,1
log_0174,2024-01-04 15:00:00,prod_034,seg_03,ctx_066,0.771,4,1
log_0175,2024-01-21 11:00:00,prod_022,seg_04,ctx_006,0.439,3,0
log_0176,2024-01-29 02:00:00,prod_034,seg_04,ctx_047,0.782,4,1
log_0177,2024-01-27 01:00:00,prod_019,seg_03,ctx_077,0.615,3,1
log_0178,2024-01-29 08:00:00,prod_003,seg_03,ctx_034,0.436,3,0
log_0179,2024-01-28 15:00:00,prod_003,seg_00,ctx_098,0.438,3,0
log_0180,2024-01-16 15:00:00,prod_008,seg_01,ctx_098,0.884,5,1
log_0181,2024-01-01 08:00:00,prod_042,seg_03,ctx_000,0.539,3,0
log_0182,2024-01-05 02:00:00,prod_000,seg_02,ctx_082,0.778,4,1
log_0183,2024-01-19 07:00:00,prod_020,seg_01,ctx_008,0.829,4,1
log_0184,2024-01-03 05:00:00,prod_010,seg_03,ctx_016,0.79,4,1
log_0185,2024-01-23 01:00:00,prod_024,seg_01,ctx_082,0.673,4,1
log_0186,2024-01-17 23:00:00,prod_013,seg_01,ctx_055,0.31,2,0
log_0187,2024-01-19 12:00:00,prod_026,seg_01,ctx_088,0.629,4,1
log_0188,2024-01-09 00:00:00,prod_035,seg_04,ctx_026,0.683,4,1
log_0189,2024-01-20 15:00:00,prod_025,seg_03,ctx_070,0.644,4,1
log_0190,2024-01-12 08:00:00,prod_007,seg_02,ctx_070,0.889,5,1
log_0191,2024-01-11 09:00:00,prod_019,seg_01,ctx_047,0.332,2,0
log_0192,2024-01-10 11:00:00,prod_001,seg_02,ctx_097,0.788,4,1
log_0193,2024-01-17 10:00:00,prod_031,seg_02,ctx_069,0.333,2,0
log_0194,2024-01-20 08:00:00,prod_048,seg_04,ctx_032,0.628,4,1
log_0195,2024-01-25 01:00:00,prod_027,seg_04,ctx_017,0.654,4,1
log_0196,2024-01-05 22:00:00,prod_039,seg_03,ctx_001,0.364,2,0
log_0197,2024-01-17 22:00:00,prod_014,seg_03,ctx_068,0.876,5,1
log_0198,2024-01-13 20:00:00,prod_003,seg_00,ctx_074,0.327,2,0
log_0199,2024-01-03 14:00:00,prod_012,seg_01,ctx_009,0.791,4,1
log_0200,2024-01-13 00:00:00,prod_005,seg_01,ctx_014,0.584,3,0
log_0201,2024-01-20 17:00:00,prod_012,seg_02,ctx_056,0.455,3,0
log_0202,2024-01-10 10:00:00,prod_041,seg_02,ctx_044,0.433,3,0
log_0203,2024-01-17 07:00:00,prod_046,seg_03,ctx_040,0.502,3,0
log_0204,2024-01-07 09:00:00,prod_031,seg_03,ctx_009,0.423,3,0
log_0205,2024-01-28 19:00:00,prod_033,seg_03,ctx_060,0.311,2,0
log_0206,2024-01-06 23:00:00,prod_006,seg_01,ctx_099,0.357,2,0
log_0207,2024-01-14 17:00:00,prod_026,seg_01,ctx_043,0.342,2,0
log_0208,2024-01-25 07:00:00,prod_024,seg_03,ctx_084,0.896,5,1
log_0209,2024-01-18 18:00:00,prod_001,seg_03,ctx_017,0.884,5,1
log_0210,2024-01-09 20:00:00,prod_001,seg_00,ctx_034,0.735,4,1
log_0211,2024-01-22 12:00:00,prod_036,seg_00,ctx_045,0.599,3,0
log_0212,2024-01-08 17:00:00,prod_024,seg_03,ctx_054,0.552,3,0
log_0213,2024-01-20 14:00:00,prod_012,seg_01,ctx_059,0.329,2,0
log_0214,2024-01-25 23:00:00,prod_029,seg_03,ctx_000,0.515,3,0
log_0215,2024-01-30 12:00:00,prod_024,seg_02,ctx_046,0.319,2,0
log_0216,2024-01-19 13:00:00,prod_001,seg_00,ctx_026,0.825,4,1
log_0217,2024-01-22 06:00:00,prod_000,seg_00,ctx_087,0.634,4,1
log_0218,2024-01-03 13:00:00,prod_039,seg_00,ctx_022,0.77,4,1
log_0219,2024-01-01 08:00:00,prod_029,seg_03,ctx_060,0.455,3,0
log_0220,2024-01-08 21:00:00,prod_037,seg_02,ctx_052,0.819,4,1
log_0221,2024-01-26 23:00:00,prod_047,seg_01,ctx_040,0.491,3,0
log_0222,2024-01-26 02:00:00,prod_000,seg_01,ctx_069,0.736,4,1
log_0223,2024-01-04 16:00:00,prod_001,seg_03,ctx_001,0.565,3,0
log_0224,2024-01-17 17:00:00,prod_043,seg_01,ctx_064,0.654,4,1
log_0225,2024-01-11 12:00:00,prod_000,seg_03,ctx_004,0.68,4,1
log_0226,2024-01-12 09:00:00,prod_014,seg_01,ctx_091,0.376,3,0
log_0227,2024-01-03 03:00:00,prod_031,seg_01,ctx_050,0.761,4,1
log_0228,2024-01-29 20:00:00,prod_046,seg_00,ctx_074,0.807,4,1
log_0229,2024-01-20 04:00:00,prod_007,seg_02,ctx_003,0.848,4,1
log_0230,2024-01-10 09:00:00,prod_008,seg_02,ctx_027,0.782,4,1
log_0231,2024-01-08 17:00:00,prod_014,seg_03,ctx_063,0.855,4,1
log_0232,2024-01-28 01:00:00,prod_019,seg_02,ctx_008,0.468,3,0
log_0233,2024-01-18 14:00:00,prod_046,seg_00,ctx_087,0.623,3,1
log_0234,2024-01-05 12:00:00,prod_017,seg_01,ctx_032,0.529,3,0
log_0235,2024-01-23 20:00:00,prod_039,seg_01,ctx_066,0.354,2,0
log_0236,2024-01-23 16:00:00,prod_004,seg_01,ctx_049,0.853,4,1
log_0237,2024-01-13 08:00:00,prod_021,seg_01,ctx_027,0.838,4,1
log_0238,2024-01-08 17:00:00,prod_023,seg_01,ctx_012,0.697,4,1
log_0239,2024-01-07 12:00:00,prod_011,seg_01,ctx_009,0.331,2,0
log_0240,2024-01-13 13:00:00,prod_048,seg_03,ctx_021,0.459,3,0
log_0241,2024-01-13 01:00:00,prod_032,seg_04,ctx_064,0.709,4,1
log_0242,2024-01-30 20:00:00,prod_025,seg_02,ctx_045,0.627,4,1
log_0243,2024-01-05 21:00:00,prod_029,seg_04,ctx_072,0.61,3,1
log_0244,2024-01-30 19:00:00,prod_046,seg_01,ctx_023,0.356,2,0
log_0245,2024-01-14 01:00:00,prod_020,seg_04,ctx_016,0.672,4,1
log_0246,2024-01-15 10:00:00,prod_033,seg_02,ctx_008,0.416,3,0
log_0247,2024-01-13 00:00:00,prod_007,seg_03,ctx_076,0.324,2,0
log_0248,2024-01-16 16:00:00,prod_007,seg_04,ctx_020,0.416,3,0
log_0249,2024-01-25 08:00:00,prod_035,seg_04,ctx_051,0.67,4,1
log_0250,2024-01-18 06:00:00,prod_031,seg_01,ctx_054,0.689,4,1
log_0251,2024-01-13 21:00:00,prod_016,seg_02,ctx_042,0.803,4,1
log_0252,2024-01-24 04:00:00,prod_005,seg_01,ctx_085,0.367,2,0
log_0253,2024-01-15 10:00:00,prod_044,seg_04,ctx_094,0.889,5,1
log_0254,2024-01-19 14:00:00,prod_022,seg_01,ctx_084,0.723,4,1
log_0255,2024-01-16 08:00:00,prod_024,seg_03,ctx_009,0.786,4,1
log_0256,2024-01-27 03:00:00,prod_041,seg_02,ctx_020,0.44,3,0
log_0257,2024-01-26 11:00:00,prod_010,seg_03,ctx_056,0.495,3,0
log_0258,2024-01-27 10:00:00,prod_017,seg_01,ctx_054,0.868,4,1
log_0259,2024-01-01 08:00:00,prod_031,seg_02,ctx_036,0.738,4,1
log_0260,2024-01-05 05:00:00,prod_041,seg_04,ctx_092,0.861,4,1
log_0261,2024-01-03 21:00:00,prod_012,seg_04,ctx_090,0.663,4,1
log_0262,2024-01-25 02:00:00,prod_035,seg_04,ctx_054,0.387,3,0
log_0263,2024-01-14 06:00:00,prod_047,seg_00,ctx_011,0.382,3,0
log_0264,2024-01-15 14:00:00,prod_016,seg_01,ctx_070,0.311,2,0
log_0265,2024-01-08 21:00:00,prod_015,seg_03,ctx_011,0.855,4,1
log_0266,2024-01-10 08:00:00,prod_015,seg_03,ctx_060,0.579,3,0
log_0267,2024-01-18 04:00:00,prod_009,seg_04,ctx_031,0.803,4,1
log_0268,2024-01-09 23:00:00,prod_039,seg_04,ctx_094,0.897,5,1
log_0269,2024-01-01 01:00:00,prod_012,seg_02,ctx_046,0.626,4,1
log_0270,2024-01-30 23:00:00,prod_015,seg_01,ctx_012,0.706,4,1
log_0271,2024-01-29 01:00:00,prod_023,seg_02,ctx_083,0.628,4,1
log_0272,2024-01-02 17:00:00,prod_004,seg_04,ctx_070,0.784,4,1
log_0273,2024-01-17 01:00:00,prod_000,seg_01,ctx_011,0.86,4,1
log_0274,2024-01-25 14:00:00,prod_034,seg_01,ctx_082,0.672,4,1
log_0275,2024-01-17 15:00:00,prod_025,seg_02,ctx_014,0.776,4,1
log_0276,2024-01-04 20:00:00,prod_030,seg_03,ctx_050,0.384,3,0
log_0277,2024-01-10 01:00:00,prod_004,seg_03,ctx_036,0.402,3,0
log_0278,2024-01-14 22:00:00,prod_022,seg_04,ctx_004,0.808,4,1
log_0279,2024-01-21 00:00:00,prod_033,seg_00,ctx_018,0.41,3,0
log_0280,2024-01-24 10:00:00,prod_022,seg_04,ctx_003,0.629,4,1
log_0281,2024-01-07 21:00:00,prod_038,seg_02,ctx_015,0.637,4,1
log_0282,2024-01-04 22:00:00,prod_044,seg_00,ctx_002,0.464,3,0
log_0283,2024-01-07 02:00:00,prod_009,seg_02,ctx_096,0.461,3,0
log_0284,2024-01-10 13:00:00,prod_020,seg_04,ctx_000,0.332,2,0
log_0285,2024-01-17 14:00:00,prod_039,seg_01,ctx_033,0.619,3,1
log_0286,2024-01-22 01:00:00,prod_012,seg_04,ctx_001,0.307,2,0
log_0287,2024-01-17 17:00:00,prod_046,seg_02,ctx_030,0.934,5,1
log_0288,2024-01-30 08:00:00,prod_013,seg_03,ctx_033,0.745,4,1
log_0289,2024-01-15 15:00:00,prod_028,seg_01,ctx_037,0.602,3,1
log_0290,2024-01-21 15:00:00,prod_049,seg_02,ctx_032,0.39,3,0
log_0291,2024-01-05 23:00:00,prod_010,seg_02,ctx_057,0.658,4,1
log_0292,2024-01-24 14:00:00,prod_039,seg_00,ctx_088,0.405,3,0
log_0293,2024-01-20 00:00:00,prod_010,seg_02,ctx_065,0.74,4,1
log_0294,2024-01-30 11:00:00,prod_049,seg_02,ctx_024,0.629,4,1
log_0295,2024-01-08 12:00:00,prod_019,seg_00,ctx_047,0.65,4,1
log_0296,2024-01-29 02:00:00,prod_023,seg_00,ctx_041,0.86,4,1
log_0297,2024-01-02 00:00:00,prod_043,seg_00,ctx_075,0.359,2,0
log_0298,2024-01-02 23:00:00,prod_031,seg_03,ctx_034,0.457,3,0
log_0299,2024-01-15 14:00:00,prod_013,seg_00,ctx_055,0.414,3,0
log_0300,2024-01-28 16:00:00,prod_039,seg_00,ctx_058,0.55,3,0
log_0301,2024-01-07 08:00:00,prod_003,seg_04,ctx_098,0.499,3,0
log_0302,2024-01-02 03:00:00,prod_037,seg_04,ctx_039,0.543,3,0
log_0303,2024-01-11 01:00:00,prod_032,seg_02,ctx_040,0.304,2,0
log_0304,2024-01-28 03:00:00,prod_049,seg_04,ctx_023,0.885,5,1
log_0305,2024-01-10 17:00:00,prod_017,seg_04,ctx_061,0.715,4,1
log_0306,2024-01-01 23:00:00,prod_016,seg_02,ctx_072,0.846,4,1
log_0307,2024-01-25 10:00:00,prod_048,seg_03,ctx_018,0.502,3,0
log_0308,2024-01-05 17:00:00,prod_033,seg_00,ctx_092,0.516,3,0
log_0309,2024-01-27 19:00:00,prod_022,seg_04,ctx_016,0.402,3,0
log_0310,2024-01-13 14:00:00,prod_039,seg_04,ctx_036,0.696,4,1
log_0311,2024-01-30 23:00:00,prod_043,seg_03,ctx_032,0.897,5,1
log_0312,2024-01-20 15:00:00,prod_015,seg_01,ctx_073,0.336,2,0
log_0313,2024-01-01 19:00:00,prod_019,seg_01,ctx_041,0.667,4,1
log_0314,2024-01-07 18:00:00,prod_019,seg_02,ctx_079,0.361,2,0
log_0315,2024-01-21 19:00:00,prod_008,seg_00,ctx_054,0.885,5,1
log_0316,2024-01-22 14:00:00,prod_029,seg_04,ctx_030,0.683,4,1
log_0317,2024-01-10 09:00:00,prod_023,seg_02,ctx_018,0.381,3,0
log_0318,2024-01-16 17:00:00,prod_028,seg_00,ctx_047,0.539,3,0
log_0319,2024-01-22 23:00:00,prod_001,seg_04,ctx_019,0.359,2,0
log_0320,2024-01-30 12:00:00,prod_027,seg_00,ctx_092,0.398,3,0
log_0321,2024-01-30 20:00:00,prod_000,seg_00,ctx_061,0.639,4,1
log_0322,2024-01-20 20:00:00,prod_047,seg_02,ctx_024,0.418,3,0
log_0323,2024-01-17 04:00:00,prod_036,seg_00,ctx_031,0.366,2,0
log_0324,2024-01-11 15:00:00,prod_023,seg_04,ctx_007,0.343,2,0
log_0325,2024-01-01 10:00:00,prod_046,seg_04,ctx_001,0.88,5,1
log_0326,2024-01-08 13:00:00,prod_005,seg_04,ctx_054,0.75,4,1
log_0327,2024-01-01 17:00:00,prod_037,seg_01,ctx_020,0.745,4,1
log_0328,2024-01-30 10:00:00,prod_010,seg_04,ctx_001,0.303,2,0
log_0329,2024-01-08 19:00:00,prod_048,seg_02,ctx_045,0.473,3,0
log_0330,2024-01-11 22:00:00,prod_020,seg_04,ctx_044,0.327,2,0
