date,product_category,intent_mean,intent_std,intent_count
2024-01-11,coffee_drink,0.61839759349823,0.034709836638150304,3
2024-01-11,energy_drink,0.6792581379413605,0.10736770573550168,2
2024-01-11,water_enhanced,0.6186649680137635,0.02098300804091934,5
2024-01-12,coffee_drink,0.6168493032455444,,1
2024-01-12,energy_drink,0.5978138645490011,0.010810461312876642,3
2024-01-12,soda,0.640008270740509,,1
2024-01-12,tea,0.6088230311870575,0.020291220893933332,2
2024-01-12,water_enhanced,0.6414089997609457,0.03814099497462056,3
2024-01-13,coffee_drink,0.6152834892272949,,1
2024-01-13,juice,0.6755065023899078,0.09630061766611708,2
2024-01-13,soda,0.6648560166358948,,1
2024-01-13,sports_drink,0.6429648995399475,0.03937986507359226,3
2024-01-13,tea,0.6087977290153503,,1
2024-01-13,water_enhanced,0.6016015708446503,0.003253863145586552,2
2024-01-14,coffee_drink,0.5959404408931732,0.007807324365006522,2
2024-01-14,energy_drink,0.5688203573226929,,1
2024-01-14,soda,0.6871688961982727,,1
2024-01-14,sports_drink,0.6379285454750061,0.019749495608304392,4
2024-01-14,water_enhanced,0.6243515312671661,0.006160984168473978,2
2024-01-15,coffee_drink,0.5847367644309998,,1
2024-01-15,energy_drink,0.6011886199315389,0.009374743115836094,3
2024-01-15,tea,0.6221947073936462,,1
2024-01-15,water_enhanced,0.6283166766166687,0.01549038468517595,5
2024-01-16,coffee_drink,0.6529019773006439,0.053192399540689564,2
2024-01-16,energy_drink,0.6487494707107544,,1
2024-01-16,juice,0.6685127317905426,0.09456973089147169,2
2024-01-16,soda,0.5962766408920288,,1
2024-01-16,water_enhanced,0.6162159889936447,0.009892542838717202,4
2024-01-17,coffee_drink,0.596204936504364,,1
2024-01-17,energy_drink,0.6440676152706146,0.04827478955013547,2
2024-01-17,soda,0.5981586575508118,,1
2024-01-17,sports_drink,0.618177592754364,,1
2024-01-17,tea,0.5899278819561005,0.04466862089784635,2
2024-01-17,water_enhanced,0.6340261300404867,0.03204099631164059,3
2024-01-18,energy_drink,0.6388563275337219,0.04040203815342905,5
2024-01-18,soda,0.6168202310800552,0.035926768268912786,4
2024-01-18,water_enhanced,0.6778315901756287,,1
2024-01-19,coffee_drink,0.711763322353363,,1
2024-01-19,energy_drink,0.6354395896196365,0.037393590590604396,4
2024-01-19,tea,0.6118274331092834,,1
2024-01-19,water_enhanced,0.6352657824754715,0.022103563722930212,4
2024-01-20,coffee_drink,0.6393677294254303,0.03614829829658104,2
2024-01-20,energy_drink,0.6505321462949117,0.05184229919806845,3
2024-01-20,juice,0.6042814552783966,0.003780783045669749,2
2024-01-20,soda,0.5974684953689575,,1
2024-01-20,tea,0.5928072333335876,,1
2024-01-20,water_enhanced,0.6227506995201111,,1
2024-01-21,coffee_drink,0.6012217700481415,0.027082932650372843,2
2024-01-21,juice,0.7684908509254456,,1
2024-01-21,sports_drink,0.6225861112276713,0.03813416456697349,3
2024-01-21,tea,0.596603512763977,0.028915416591769046,3
2024-01-21,water_enhanced,0.6255693435668945,,1
2024-01-22,coffee_drink,0.6437677343686422,0.07286313878066414,3
2024-01-22,juice,0.7029039263725281,,1
2024-01-22,soda,0.6311261653900146,0.06497104311960429,3
2024-01-22,sports_drink,0.627610832452774,0.009395417616897009,2
2024-01-22,tea,0.606039822101593,,1
2024-01-23,coffee_drink,0.6974453032016754,0.07992614555114964,2
2024-01-23,energy_drink,0.669447124004364,0.07953557070599919,2
2024-01-23,soda,0.598212480545044,,1
2024-01-23,tea,0.7024056315422058,,1
2024-01-23,water_enhanced,0.6224087625741959,0.008384573038633021,4
2024-01-24,coffee_drink,0.6293950080871582,,1
2024-01-24,energy_drink,0.6454958915710449,0.0714312374995364,2
2024-01-24,juice,0.6683257222175598,0.061050313288465746,3
2024-01-24,sports_drink,0.6324335932731628,,1
2024-01-24,tea,0.60242760181427,,1
2024-01-24,water_enhanced,0.6119326949119568,0.012918936299256261,2
2024-01-25,coffee_drink,0.6089856227238973,0.0324129507490075,3
2024-01-25,soda,0.589452862739563,0.011127610943846242,2
2024-01-25,tea,0.6053748428821564,0.009886175520957859,2
2024-01-25,water_enhanced,0.6099193096160889,0.01859612872707151,3
2024-01-26,coffee_drink,0.5870728492736816,,1
2024-01-26,energy_drink,0.6070688366889954,0.013221548978580463,3
2024-01-26,juice,0.7399289011955261,0.021650330317864133,2
2024-01-26,water_enhanced,0.6134351342916489,0.003391336424865415,4
2024-01-27,energy_drink,0.6016906499862671,0.009125045583699623,2
2024-01-27,juice,0.6712371110916138,0.07408286432675079,2
2024-01-27,soda,0.6295774877071381,0.04354928489509403,2
2024-01-27,sports_drink,0.60727459192276,0.0041108350163585605,2
2024-01-27,tea,0.6686580181121826,,1
2024-01-27,water_enhanced,0.6117657423019409,,1
2024-01-28,coffee_drink,0.6348057985305786,0.04260835650208832,2
2024-01-28,energy_drink,0.5960497558116913,0.019762783707303746,2
2024-01-28,juice,0.6640350520610809,0.09212883830681177,2
2024-01-28,soda,0.6444721817970276,,1
2024-01-28,sports_drink,0.6148256659507751,,1
2024-01-28,tea,0.6128351092338562,,1
2024-01-28,water_enhanced,0.6321402788162231,,1
2024-01-29,coffee_drink,0.585169514020284,0.009618740048706166,3
2024-01-29,energy_drink,0.6112895011901855,,1
2024-01-29,juice,0.7010924220085144,,1
2024-01-29,tea,0.596057116985321,,1
2024-01-29,water_enhanced,0.6363667398691177,0.02791148070762378,4
2024-01-30,coffee_drink,0.6088979244232178,,1
2024-01-30,energy_drink,0.6092349886894226,,1
2024-01-30,juice,0.7271655797958374,0.0027129926386462487,2
2024-01-30,soda,0.6176583766937256,,1
2024-01-30,sports_drink,0.6139547228813171,,1
2024-01-30,tea,0.6067688465118408,,1
2024-01-30,water_enhanced,0.6227349440256754,0.011919972170391797,3
