,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
prod_010,0.03435425,0.03027123,-0.03143009,-0.013686491,-0.017412988,-0.04996552,-0.07456205,0.04607629,0.036527593,-0.026167175,-0.02683223,-0.047599945,-0.07199738,0.07098042,-0.22646144,-0.04173754,0.056658007,0.017164646,-0.05631817,0.057188068,-0.07024641,-0.09268701,-0.044703566,0.24913529,-0.015326685,-0.017801924,-0.033181034,0.04123567,0.02610481,-0.0064525623,-0.029084306,0.19919704,0.09079663,0.0383837,-0.05442378,-0.19844595,0.06856414,0.19772787,-0.084351,0.027978927,0.2478947,0.004452186,0.0026913525,-0.004239491,0.0302954,0.042613834,-0.04133145,0.11934912,-0.015829468,-0.055145405,0.012674922,0.14575817,-0.0401139,-0.05681446,0.06291971,-0.11796886,-0.042686272,-0.068939604,0.14621387,0.0142114265,0.08083738,0.01985564,0.031231882,0.066737674,0.035508636,0.21696685,-0.0041851113,-0.08717635,-0.038880374,-0.038274866,-0.0647863,-0.25215822,0.043616816,0.0015252883,-0.058057953,-0.0060164845,-0.11363663,-0.03585301,-0.2660252,-0.009670204,0.09290181,0.0048605236,-0.010714199,-0.003089447,-0.021039644,0.10394405,-0.07652818,0.021672565,0.072796404,-0.13120204,-0.11187759,0.022921823,0.078195944,-0.09572765,-0.09340266,-0.0150145255,-0.061936766,-0.11463678,0.05955606,0.03942487,0.010167761,-0.02532669,0.02531592,-0.08993409,0.25655028,-0.059354648,0.046347253,0.04849797,-0.01296127,-0.13570148,0.036525298,-0.017416883,0.010212347,-0.057217687,0.12758033,-0.0053496645,-0.048605364,-0.060732972,0.032991175,0.055902973,-0.05824944,0.009562276,0.19289581,-0.07483931,-0.009484887,-0.053160936,0.023482589,0.07380208
prod_011,0.04121641,0.017530212,-0.014452928,-0.013063816,0.004027803,-0.060514268,-0.029368328,0.019224592,0.016299542,-0.02113972,-0.0151284905,-0.012441456,-0.028155478,0.026302768,-0.21708515,-0.025145574,0.018100122,0.008086318,-0.022454355,0.027768929,-0.05123827,-0.062687784,-0.015765706,0.24223208,-0.027553601,0.0038484463,-0.027142636,0.017957706,0.00933438,-0.008596423,-0.018105693,0.19495086,0.091758855,-0.00082458725,-0.062470004,-0.24315464,0.043391373,0.19337308,-0.08115148,0.010695685,0.3092839,0.0007462535,0.02394611,-0.01569657,0.0014329143,0.027707445,-0.02512449,0.110845804,-0.0063941623,-0.019626223,-0.008290942,0.1155595,-0.020951083,-0.021621177,0.03365214,-0.12732577,-0.017599804,-0.055536505,0.12325415,0.015464237,0.040163405,0.031092716,0.02840045,0.03741722,0.014039561,0.2486281,-0.01643508,-0.039049942,-0.020907445,-0.01168873,-0.036833093,-0.30970737,0.00742824,-0.0032384251,-0.04583308,-0.010256592,-0.06217304,-0.034084488,-0.3184993,0.008027622,0.062401123,0.013261277,-0.0012157325,0.002198447,-0.012326685,0.11732568,-0.03165731,0.009402435,0.031616867,-0.121422105,-0.10270915,0.025165059,0.035653852,-0.13068713,-0.0916741,-0.0060822032,-0.033928968,-0.105410054,0.07124625,0.027385695,0.021230403,-0.035832174,0.020071726,-0.07128102,0.31216937,-0.037614018,0.011921046,0.045223467,-0.033479564,-0.103728265,-0.0013462445,0.0059804283,0.026542425,-0.029112613,0.11437185,0.012592695,-0.017224846,-0.04904644,-0.0061536403,0.042782627,-0.027686361,0.023498336,0.20858365,-0.03764503,-0.021230517,-0.025465138,0.016752431,0.055369254
prod_012,-0.039237697,-0.07251525,0.044011872,0.02147156,0.02138819,0.024677811,0.1818783,-0.15375629,-0.0075953174,0.03138774,-0.0008496509,0.010014935,0.02381576,-0.21084644,-0.009813148,0.036415156,-0.015479828,-0.008300927,0.06738011,-0.15490054,0.015536285,0.14458275,0.13836057,0.1132526,-0.010487344,0.029993223,0.058683876,-0.031168068,-0.0039368607,-0.02663572,-0.0055687446,-0.002655044,0.113605745,-0.0960564,0.07309877,-0.2669607,-0.0153774,0.026705919,0.0040453793,-0.014800872,0.25803682,-0.0133703,0.0003131329,-0.0020626357,-0.0019334404,-0.13732582,0.09529337,-0.017416876,0.0370922,0.11695633,-0.017225951,-0.018198349,0.15467563,0.07546603,-0.08058931,-0.092239365,0.0023195671,0.050509658,-0.010353634,-0.009721334,-0.110205,-0.06938856,-0.022137595,-0.06044631,-0.08265299,0.14152174,-0.0042072907,0.104678914,0.027787235,0.015082714,0.004070843,-0.2746581,-0.101656415,-0.022870626,0.04034158,-0.0126149915,0.020652633,0.0020229989,-0.2667079,0.12312099,-0.106213786,0.0015499694,-0.0007204118,0.012413614,0.054504253,0.021393556,0.16536051,0.00093385257,-0.15644047,0.014305046,-0.056767765,-0.0037787866,-0.1476924,-0.14630798,0.07202784,0.007585431,0.041187976,-0.05505594,-0.091144785,-0.046393912,0.0039500277,-0.029929154,0.015215131,0.0035720237,0.26730585,0.0134462025,-0.017828975,-0.014698981,0.03932982,0.02139072,-0.009794296,0.0040927446,-0.00015629154,0.1567869,0.038489316,-0.013087518,0.024362603,0.065571286,-0.03199072,-0.11193781,0.019350726,-0.018441943,0.028130414,0.15086357,0.024983589,0.020642314,-0.09591862,-0.12688914
prod_013,0.021654325,-0.005002457,0.00038083893,0.013062681,0.009717921,-0.0726895,0.01804826,-0.016094478,0.003123859,0.013264393,-0.016241929,-0.004725135,0.005560996,-0.039686278,-0.18454643,0.00083672814,-0.009303075,-0.009631796,-0.0049809585,-0.012128109,-0.028711779,-0.027681129,0.023575509,0.24445081,-0.0047381166,0.014195514,0.0008214246,-0.006131436,-0.0018464302,-0.024182204,0.007107677,0.16722964,0.115937546,-0.033581033,-0.04452794,-0.28124174,0.019741524,0.17985621,-0.057895698,0.0003469344,0.34702322,-0.017838482,0.0022040925,-0.030414432,-0.02406555,-0.009317683,0.022049297,0.0858859,-0.0007289599,0.007997578,-0.018898081,0.10047551,0.029845342,0.0043831416,0.0037132904,-0.13641186,-0.008733099,-0.032457188,0.11976838,0.026742542,-0.0008466389,0.0049076355,-0.005508315,0.012522189,-0.01390496,0.2592279,-0.034564458,0.00806767,0.006249728,0.020514185,-0.0050887372,-0.3354584,-0.023911973,-0.015286127,-0.0085689025,-0.034312997,-0.022400098,-0.018296061,-0.3407667,0.050083134,0.030992148,-0.0064437645,0.0025215587,0.021859525,0.0031363515,0.1125842,0.028069513,0.005210402,-0.031111125,-0.09064044,-0.10378584,0.0053476663,-0.016032888,-0.15343742,-0.06012935,-0.006882011,-0.0026613246,-0.12087703,0.035732485,0.0023273132,0.041271422,-0.03991251,0.033157628,-0.0471503,0.32740688,-0.024616608,-0.024763234,0.03858845,-0.026814533,-0.06423874,-0.034980528,0.006342325,0.01962991,0.010099763,0.11485696,-0.0022337276,0.015039428,-0.013359453,-0.034739614,0.0027519197,-0.015814586,-0.0075169187,0.19361629,0.011928776,0.01204218,0.0053689256,-0.00661658,0.0104380315
prod_014,0.037473213,0.03537994,-0.04470244,-0.013872009,-0.001643913,-0.05877459,-0.09573443,0.06607018,0.02373787,-0.018930241,-0.0115377465,-0.037509155,-0.05221753,0.090947546,-0.22952533,-0.065031044,0.044734787,0.009411875,-0.07715204,0.06785673,-0.04952777,-0.095777735,-0.060267307,0.23165986,-0.020226732,0.0037157654,-0.06330465,0.052753173,0.017694214,-0.018528746,-0.017013084,0.21082202,0.06950938,0.061435983,-0.0477761,-0.19324401,0.090981536,0.17010897,-0.083743416,0.0028500552,0.20993887,-0.004777114,-0.0054312316,0.00486819,0.042443752,0.053232882,-0.05490153,0.13925558,-0.03190704,-0.06258968,0.0017543313,0.16751009,-0.073069744,-0.05737144,0.07337968,-0.1066478,-0.0040961234,-0.07509498,0.13192472,0.021291468,0.1112863,0.016313627,0.0032918835,0.08885893,0.047603674,0.19639741,0.006565648,-0.11081789,-0.059755437,-0.03861953,-0.07493026,-0.22652614,0.065449215,-0.0021630684,-0.077303596,0.0009006566,-0.102999955,-0.03262537,-0.23362616,-0.018493453,0.105390266,-0.0037399945,-0.008735129,-0.011059757,-0.03875328,0.10517747,-0.11320317,0.0052940906,0.09511506,-0.14151531,-0.109199725,0.0016749939,0.09620305,-0.08096699,-0.110209435,0.0028757106,-0.05857577,-0.11064143,0.05178927,0.072661005,0.007412508,-0.030738473,0.014994156,-0.0968605,0.24305876,-0.06373073,0.034788866,0.049912523,-0.02791029,-0.15150462,0.02760638,-0.034029122,0.007454714,-0.06920605,0.11830903,-0.0061149895,-0.049013566,-0.083136976,0.013318846,0.060755804,-0.045825947,0.0061242827,0.17435461,-0.0893301,-0.020912265,-0.03439332,0.044178635,0.08311626
prod_015,-0.005503716,-0.030324757,0.02013196,0.03724365,0.028947845,-0.059048425,0.07167554,-0.066963084,-0.011122582,0.044278055,-0.008848779,0.0072469297,0.03505082,-0.10857494,-0.1289207,0.027492758,-0.040585443,-0.01991372,0.02384208,-0.06704961,-0.0010131411,0.032700542,0.0719067,0.21423586,-0.0029789354,0.032409847,0.013264993,-0.02533092,-0.012596128,-0.037691444,0.01386609,0.10640597,0.13109487,-0.06005415,0.0051871757,-0.30711862,0.0034063642,0.13264026,-0.03844914,-0.01852016,0.34060115,-0.034052502,-0.0053372295,-0.03251341,-0.027209625,-0.048611175,0.055642813,0.057253525,0.00921319,0.052226923,-0.034756992,0.06283877,0.08250519,0.039176345,-0.033647846,-0.13450634,0.009115544,0.004000245,0.08714962,0.012405072,-0.047190603,-0.019545976,-0.034131378,-0.009237636,-0.044878293,0.2372695,-0.04013874,0.051980652,0.024723481,0.03915332,0.00798001,-0.3396149,-0.050222337,-0.035939377,0.008489126,-0.041395765,0.016786331,-0.0042329836,-0.34008732,0.091742285,-0.020101303,-0.014311947,0.007930515,0.033578746,0.021164663,0.09449749,0.076872155,-0.018381687,-0.082895495,-0.050168086,-0.097503245,-0.019204605,-0.07429645,-0.17244981,-0.01693808,0.010072888,0.03264566,-0.11671429,-0.0127923265,-0.016092988,0.040991236,-0.0400617,0.03902955,-0.03500932,0.32705018,-0.012544587,-0.045740068,0.01924183,-0.00999662,-0.01981118,-0.048402432,0.013548232,0.012856406,0.065015145,0.096386366,-0.013772033,0.031633172,0.00956743,-0.047459453,-0.042773966,-0.0037124038,-0.028985182,0.14600582,0.062671304,0.026748963,0.0361112,-0.041011795,-0.043256976
prod_016,-0.035886426,-0.07325096,0.049551915,0.002566058,0.012816634,0.052284345,0.19969942,-0.16247565,0.0091453055,0.0028920544,-0.007066793,-0.0028769204,-0.005371415,-0.22489624,0.011782336,0.03193891,0.016045354,0.013165007,0.07405276,-0.16160406,-0.0056298347,0.15963195,0.14340587,0.09097132,-0.021683497,0.0111265965,0.07043357,-0.01677201,0.00947887,-0.0040522213,-0.025393087,-0.021666693,0.1076595,-0.09406112,0.07475733,-0.24063218,-0.025586346,0.016705753,0.011331632,0.010502923,0.22923426,0.00492564,0.004287673,0.0135037275,0.013413757,-0.15719013,0.08723753,-0.030300666,0.050471302,0.123982064,-0.00024612478,-0.032994222,0.16158669,0.072516985,-0.08704782,-0.07805123,-0.01791498,0.05431924,-0.035081126,-0.021073041,-0.11651577,-0.08312049,0.0037339611,-0.06677972,-0.09784483,0.1136973,0.014467123,0.105979264,0.019885156,-0.009040673,-0.0117168585,-0.25454268,-0.10688363,-0.009648915,0.043006867,0.004210104,-0.009196132,-0.011090456,-0.24716598,0.1214782,-0.11627111,0.019277917,-0.008098465,0.0070460527,0.068355374,-0.0003974074,0.1767215,0.020129327,-0.16176508,0.023372084,-0.04569591,0.01681822,-0.15310937,-0.13370983,0.090003856,-0.002498865,0.022974797,-0.03428927,-0.09584099,-0.051443614,-0.012911086,-0.023246871,0.008411835,0.013240751,0.2489619,0.010255149,0.014876749,-0.02903472,0.06905797,0.01931892,0.016838536,-0.0028099373,0.0040068147,0.16981907,0.029830376,-0.009502371,0.00072204304,0.080600426,-0.009752986,-0.121827096,0.019167492,-0.0065649883,0.0032362128,0.16173299,0.017467499,-0.006413746,-0.107951865,-0.1434213
prod_017,-0.034336828,-0.07480269,0.05618971,-0.015392443,0.006338765,0.07773008,0.21896201,-0.17442161,0.020578222,-0.017114086,-0.006069104,-0.009412542,-0.024117341,-0.23130882,0.044771224,0.025140798,0.037212085,0.027073205,0.0788937,-0.17300953,-0.013754663,0.17789195,0.14727825,0.05213143,-0.026689116,8.935816e-05,0.082452066,-0.0058074696,0.020423597,0.009895605,-0.03581129,-0.04600319,0.092056416,-0.091837786,0.08188163,-0.20594926,-0.032578062,-0.007145665,0.024384657,0.02530511,0.18927965,0.021310115,0.012022132,0.025841752,0.028344922,-0.17263672,0.086205415,-0.04988615,0.06170636,0.1293785,0.0132873645,-0.051431295,0.16359636,0.06859068,-0.09035572,-0.058682505,-0.02999806,0.06397379,-0.058832735,-0.029640902,-0.12352025,-0.09612698,0.022668513,-0.07433096,-0.10174584,0.07193009,0.030546712,0.107742555,0.015760332,-0.025170444,-0.019265847,-0.21501859,-0.112395406,0.0016797422,0.048306145,0.01999981,-0.025231646,-0.019243771,-0.2127007,0.11623827,-0.12699594,0.036326863,-0.01239836,-0.0007578249,0.07492124,-0.021803845,0.18606885,0.032904312,-0.16408744,0.039824046,-0.026486725,0.030477576,-0.15420985,-0.112442575,0.10865632,-0.010102758,0.010522616,-0.0075515723,-0.10375619,-0.05293061,-0.02921522,-0.016997682,-0.0014054321,0.024791772,0.21321565,0.013567863,0.034475513,-0.041760344,0.08793952,0.020784883,0.037733767,-0.0045161024,0.0065771323,0.18191737,0.013772789,-0.00056685007,-0.013119767,0.091363095,0.003610031,-0.12900928,0.021521304,0.004544624,-0.03439426,0.17160667,0.009456555,-0.027547577,-0.11502137,-0.15363841
prod_018,-0.0069348076,-0.022509322,0.011486108,0.053151235,0.040457457,-0.074824266,0.057822373,-0.052506384,-0.02219796,0.06413722,-0.002080261,0.014681865,0.06326845,-0.09637928,-0.13142544,0.03477208,-0.061046332,-0.040436435,0.015251593,-0.057963036,0.016575009,0.026838394,0.06866125,0.21744677,0.007985075,0.046883516,0.0039256187,-0.030208293,-0.0260189,-0.051617865,0.03312741,0.11148357,0.12880921,-0.06137967,0.010447792,-0.30297998,0.006911278,0.12358666,-0.03367782,-0.035954725,0.33032057,-0.054291233,-0.01383499,-0.040545575,-0.04456023,-0.039744724,0.057338193,0.06469317,-0.005851211,0.04471324,-0.047653843,0.06262541,0.07808313,0.040749237,-0.034408733,-0.14001821,0.023780776,-0.0012224951,0.09687298,0.026625099,-0.036634844,-0.0074802674,-0.057313364,-0.0069506653,-0.037909795,0.23185942,-0.045772213,0.05413035,0.02968523,0.056501526,0.018329825,-0.32479632,-0.043919597,-0.047047142,0.012843178,-0.052318186,0.042045843,0.011146479,-0.32130775,0.09132325,-0.017109942,-0.031075979,0.009782275,0.03372936,0.013529142,0.10075716,0.064342156,-0.030690359,-0.07842902,-0.051305,-0.09906262,-0.034324273,-0.075121194,-0.1629887,-0.02805889,0.017132355,0.04863782,-0.12530029,-0.017787296,-0.013148625,0.058827728,-0.04613074,0.04615726,-0.036627818,0.31882665,-0.006435812,-0.06779023,0.028583309,-0.024372384,-0.011998721,-0.07692631,0.009580109,0.00421875,0.04999334,0.09255237,-0.023844985,0.04771556,0.0015612585,-0.06608027,-0.037256893,0.005651662,-0.044158,0.14889087,0.056570146,0.031103771,0.06382951,-0.032089856,-0.035375
prod_019,0.02997016,0.02041599,-0.027169682,-0.012883078,-0.024512189,-0.045612976,-0.06719292,0.036159027,0.040989995,-0.02543385,-0.032243606,-0.055720713,-0.08080355,0.05807455,-0.22421293,-0.041159928,0.06355603,0.020554073,-0.050205193,0.049660735,-0.074464515,-0.085652165,-0.033469565,0.2524442,-0.014139117,-0.020687498,-0.03231776,0.04251946,0.032368388,-0.005668002,-0.0356355,0.19198054,0.09761879,0.03630423,-0.047185704,-0.20520282,0.06706532,0.19928694,-0.08208386,0.032194298,0.25108913,0.0058272844,-0.0042684004,-2.3314991e-05,0.035561927,0.03416123,-0.03694672,0.11397946,-0.012195465,-0.04812581,0.017583622,0.14582554,-0.030397065,-0.052193724,0.060821727,-0.12014005,-0.046693504,-0.0693572,0.14360534,0.0094360635,0.0761737,0.010668948,0.03060697,0.063197196,0.028463915,0.21782379,-0.0029869017,-0.085327774,-0.036832977,-0.040911514,-0.066623494,-0.26118025,0.040493198,0.0011273723,-0.054310318,-0.0043389355,-0.11689395,-0.037464052,-0.2747778,0.00031399747,0.08827144,0.007816291,-0.012787111,-0.00016224044,-0.014277221,0.10198682,-0.06779766,0.023462523,0.064845234,-0.12837909,-0.116383485,0.025215542,0.070088334,-0.10607738,-0.0833081,-0.017327214,-0.06361715,-0.11606678,0.052927703,0.03619166,0.0031223304,-0.026844967,0.027350172,-0.09110769,0.261259,-0.06455057,0.052444026,0.043062054,-0.007816018,-0.13349386,0.047760036,-0.017169908,0.008094497,-0.04809189,0.12899601,-0.009461941,-0.052425608,-0.055002388,0.036025945,0.049863763,-0.06506407,0.006614114,0.19008055,-0.068334766,-0.000286873,-0.06276099,0.01490816,0.066316746
prod_020,0.020492457,0.0056760334,-0.0060032727,0.040655762,0.031582903,-0.09326722,-0.012515821,0.008699518,-0.012191818,0.028551128,-0.010601805,0.0031063482,0.034629535,-0.015745673,-0.20160164,0.006916569,-0.035687063,-0.021362003,-0.019889979,0.00085578114,-0.016080808,-0.03755169,0.01274979,0.24588536,-0.006896832,0.037280682,-0.030403877,-0.0069054123,-0.010376073,-0.049782917,0.023633242,0.17255895,0.11297286,-0.022913603,-0.022827731,-0.28317332,0.0381906,0.17250115,-0.06137938,-0.025740864,0.31821263,-0.042316277,-0.016407995,-0.035762228,-0.019282252,0.011098394,0.007700519,0.10033149,-0.017756864,-0.0008894544,-0.047171842,0.10255965,0.01713904,-0.0023359752,5.818311e-05,-0.14334539,0.011382723,-0.030571828,0.13068691,0.031045785,0.014748365,0.018450163,-0.037079748,0.033134315,-0.0022256444,0.24924318,-0.03447053,-0.005558933,6.5703894e-06,0.034170177,-0.007950392,-0.3098286,-0.00049533334,-0.038485814,-0.020350058,-0.039810248,-0.008277323,-0.0011993945,-0.3125922,0.041596357,0.04741082,-0.02342934,0.013901494,0.02121966,-0.010182693,0.13377342,-0.0038225784,-0.021280203,-0.010050008,-0.09802989,-0.12392783,-0.028054394,-0.0042678863,-0.13848905,-0.07549714,0.009136914,0.018556155,-0.13666208,0.024938216,0.018353708,0.060856525,-0.050952174,0.04382641,-0.06522694,0.323658,-0.017563647,-0.038886182,0.040075116,-0.03946592,-0.06311497,-0.05435417,0.0009247855,0.013483736,-0.008022001,0.11134247,-0.018777331,0.026992626,-0.039673097,-0.045020327,0.008232809,-0.011598379,-0.029407324,0.1937537,-0.010578775,0.007298393,0.04232899,0.0054983553,0.026325436
prod_021,-0.026198838,-0.0775127,0.05536863,-0.025773024,-0.0043343506,0.09960208,0.23953609,-0.1833094,0.020891016,-0.026270185,-0.0037012112,-0.01985519,-0.032557514,-0.23421364,0.07210046,0.027596442,0.04986368,0.025754187,0.07912769,-0.18242204,-0.0057932627,0.19113882,0.14848961,0.023568682,-0.03676471,-0.007846024,0.096522205,0.00296007,0.030247185,0.007639832,-0.046701945,-0.066317156,0.06998445,-0.09379303,0.081079565,-0.17294241,-0.034753904,-0.037245896,0.03861263,0.02404582,0.1541826,0.031872038,0.0069987117,0.041990772,0.031305026,-0.18371822,0.08407072,-0.07246045,0.06347176,0.13434766,0.017616946,-0.06953786,0.15947951,0.053587526,-0.093328245,-0.036859635,-0.030605994,0.069205895,-0.07505792,-0.023039406,-0.12703568,-0.09818115,0.036992293,-0.08129373,-0.10096722,0.037879396,0.042039096,0.098446175,0.008688138,-0.03739395,-0.020779138,-0.17090113,-0.12896793,0.01836049,0.055330366,0.035754982,-0.01956275,-0.012669672,-0.18063784,0.09522399,-0.12895553,0.043904718,-0.01736115,-0.016216168,0.07146639,-0.034813624,0.18988708,0.05183929,-0.15996984,0.05336622,-0.013906592,0.03599095,-0.15634727,-0.09193156,0.124930225,-0.016029088,-0.0038784817,0.0170978,-0.11397315,-0.05168878,-0.036544718,-0.01929392,-0.0052706487,0.030571962,0.18238886,0.018428696,0.05026366,-0.042656485,0.0876261,0.016292173,0.046757456,-0.007792863,0.0026341877,0.18553704,-0.011817579,0.01646792,-0.0105176885,0.10176449,0.007072374,-0.12905821,0.029229123,0.0158867,-0.06126568,0.1758718,-0.0016263298,-0.039004676,-0.122701965,-0.15351404
prod_022,0.042745866,0.018561939,-0.017734827,-0.0040139197,0.0072632916,-0.066513516,-0.02631743,0.021088291,0.012647059,-0.016600024,-0.014124204,-0.00721761,-0.012094132,0.018508926,-0.22289522,-0.021596061,0.007396247,0.0048430404,-0.02408685,0.029183008,-0.03868726,-0.06391736,-0.013785433,0.24534681,-0.022062745,0.0090424055,-0.029211292,0.014835022,0.006168893,-0.013408885,-0.010684603,0.19691646,0.091469266,0.001259567,-0.060134675,-0.24689868,0.04431659,0.19097196,-0.07436641,0.00077191315,0.30820203,-0.0044777407,0.018194692,-0.020422203,-0.0076842187,0.024597256,-0.021327835,0.11332786,-0.013279346,-0.026810639,-0.01158939,0.113165535,-0.014245069,-0.021135438,0.030077096,-0.12922135,-0.010398818,-0.05302074,0.127484,0.022635521,0.04003501,0.032475706,0.016199855,0.03428354,0.018827345,0.2528396,-0.01663626,-0.03806955,-0.013902693,-0.0019772074,-0.02884795,-0.31233943,0.008376424,-0.005224339,-0.04174015,-0.014161038,-0.05589772,-0.031400736,-0.31209654,0.011598006,0.064036705,0.0064204084,0.00053195836,0.002658445,-0.0168268,0.11973124,-0.028617496,0.008820173,0.031677864,-0.120127566,-0.106103525,0.01591734,0.034359388,-0.12712191,-0.094236985,-0.007536698,-0.025326675,-0.11221534,0.064062476,0.02853509,0.029787773,-0.03960881,0.022260875,-0.06879043,0.31679875,-0.02618265,0.0037109414,0.04503145,-0.04116019,-0.09758914,-0.014574835,-0.0004931636,0.023823787,-0.027819391,0.11048579,0.0070757736,-0.0124597065,-0.04711333,-0.018762957,0.04229411,-0.022183355,0.01951812,0.21081229,-0.037080858,-0.01553381,-0.011203846,0.019303773,0.052600995
prod_023,-0.022431007,-0.093945585,0.05370762,-0.020668568,-0.014448141,0.087151155,0.22535478,-0.18275742,0.019248037,-0.012432562,-0.0054877284,-0.017440837,-0.02210119,-0.21443993,0.03426302,0.026887152,0.028475843,0.006285816,0.068087205,-0.17403378,-0.004385938,0.1575855,0.14719702,0.06486476,-0.034163516,0.017453058,0.09560594,-0.009856441,0.0152731575,-0.021867054,-0.038144033,-0.043517124,0.09503891,-0.101985514,0.065655656,-0.22943047,-0.009298393,-0.015919277,0.020742286,0.0049620084,0.21987909,0.020574074,0.005783195,0.029048955,0.010095415,-0.15471464,0.10136594,-0.0661322,0.06384258,0.12687199,0.0015736388,-0.048825536,0.146507,0.060683955,-0.08515338,-0.0507426,-0.014359108,0.065904714,-0.057829555,-0.010183883,-0.124038145,-0.098308474,0.01725208,-0.07866614,-0.09280127,0.09462493,0.031723477,0.092643425,0.028628772,-0.013629288,-0.0091163805,-0.22356087,-0.12964514,0.0051899897,0.040979695,0.023387114,-0.02215351,0.003837049,-0.2375953,0.09764365,-0.1172592,0.043121547,-0.006742015,-0.0129993465,0.052864652,0.0049292,0.18719329,0.046406463,-0.15952647,0.034928918,-0.04081148,0.023758754,-0.15426245,-0.12978628,0.10493242,-0.024589028,0.0014636881,-0.0014194635,-0.09494149,-0.04389501,-0.017250473,-0.03850828,-0.014358641,0.0087773595,0.23146124,0.021304972,0.022967063,-0.025310002,0.047587667,0.0018677516,0.0317386,5.5752243e-05,0.014685865,0.17500882,0.013368976,0.029658861,0.019215073,0.0879441,-0.003158439,-0.114026606,0.031179875,0.0047801686,-0.007637372,0.15735091,-0.006542639,-0.047420528,-0.10771219,-0.13161086
prod_024,-0.033801265,-0.073267505,0.055044416,-0.011790089,0.005845394,0.07446793,0.21690378,-0.1723489,0.022908913,-0.015066915,-0.005927288,-0.008974194,-0.022347448,-0.2331866,0.04082809,0.026572514,0.035879783,0.027089674,0.0770399,-0.16921584,-0.013534815,0.17432263,0.14817469,0.05627796,-0.025239892,0.002314755,0.082137756,-0.0075236014,0.017951697,0.009188804,-0.034550413,-0.044059433,0.09496089,-0.08990056,0.08035399,-0.20977548,-0.03235239,-0.0037762315,0.022071145,0.024475163,0.19338343,0.019748626,0.010935691,0.024262603,0.026453657,-0.17085832,0.08556963,-0.0479439,0.062225316,0.12801775,0.011160859,-0.048336077,0.16386288,0.068294235,-0.08942323,-0.062140364,-0.029511763,0.06393181,-0.055841986,-0.028651774,-0.12310361,-0.09708918,0.018967256,-0.074835755,-0.10191187,0.07800399,0.0280662,0.10693528,0.01681227,-0.023838881,-0.01918516,-0.2219476,-0.111779064,0.00037418434,0.046783064,0.018568447,-0.025958393,-0.019632455,-0.21585199,0.117193624,-0.123705536,0.033406805,-0.012701975,0.0007326653,0.075057305,-0.019960722,0.18582927,0.030981192,-0.1632375,0.036681905,-0.030494068,0.02736608,-0.1556609,-0.11482412,0.10668552,-0.009847028,0.011278733,-0.012564331,-0.10317191,-0.05231256,-0.027265694,-0.01741804,-0.00037735284,0.022767842,0.21718565,0.013349681,0.03407482,-0.040486902,0.08605563,0.022159211,0.037058968,-0.0067318347,0.004785082,0.1801656,0.015080725,-0.0032817323,-0.011927481,0.09302973,0.0033412208,-0.12842475,0.019221611,0.0017642763,-0.027600922,0.17087269,0.010755127,-0.025090778,-0.11611852,-0.15432614
prod_025,0.03296077,0.03345045,-0.030586932,-0.0100394655,-0.021780184,-0.04990292,-0.08199291,0.045831434,0.038385186,-0.022934584,-0.025888588,-0.056520835,-0.07917916,0.079107635,-0.22431378,-0.04621401,0.060283653,0.01749657,-0.06053204,0.060430795,-0.071118504,-0.09620266,-0.049253732,0.24964732,-0.014887692,-0.014966652,-0.037593998,0.0469078,0.030159222,-0.010802507,-0.029335063,0.19982302,0.09772679,0.04395817,-0.04629358,-0.1916176,0.07536979,0.19470169,-0.082615465,0.02400163,0.23584317,0.0028076142,-0.006229215,-0.002037124,0.03858945,0.048273794,-0.044793714,0.11605855,-0.015687013,-0.056532074,0.012062539,0.15385702,-0.048013613,-0.05896982,0.06502005,-0.11485773,-0.042782564,-0.06749933,0.1477353,0.0123532545,0.08938055,0.011817709,0.027730107,0.07573863,0.036924303,0.21117495,-0.0011746576,-0.09564085,-0.044738505,-0.042102553,-0.07405357,-0.23479372,0.050897688,0.00031364794,-0.056758743,-0.008411585,-0.11597662,-0.032579858,-0.25621742,-0.0066381027,0.098598965,0.005312556,-0.009032582,1.8133782e-05,-0.01937114,0.100631475,-0.08516163,0.02267443,0.08187262,-0.13435778,-0.112236895,0.01907086,0.081611894,-0.09420429,-0.08703269,-0.009807432,-0.061400406,-0.11677718,0.054477546,0.044345263,0.008407494,-0.023546632,0.030030169,-0.09689935,0.2462964,-0.06788685,0.046036985,0.04767943,-0.0070770145,-0.14045659,0.043690387,-0.019550491,0.008041725,-0.060018804,0.13535899,-0.010161423,-0.04979139,-0.06535022,0.03574804,0.055620614,-0.061759952,-0.0038932506,0.18518291,-0.08102389,-0.011293371,-0.06212476,0.02561645,0.0776763
