date,product_category,sales_value
2024-01-28,tea,543.4394071105542
2024-01-28,water_enhanced,475.5973238395181
2024-01-29,coffee_drink,669.263599294535
2024-01-29,soda,613.5242280715391
2024-01-29,sports_drink,723.9143556640519
2024-01-29,tea,465.9336151449328
2024-01-30,coffee_drink,689.6417887611548
2024-01-30,energy_drink,610.5859201686618
2024-01-30,soda,632.9265753402663
2024-01-30,tea,572.9047480958388
2024-01-30,water_enhanced,645.2678070442588
2024-01-31,coffee_drink,773.8277602599037
2024-01-31,energy_drink,797.9382611245944
2024-01-31,juice,523.6211072064092
2024-01-31,sports_drink,586.3214983227751
2024-01-31,tea,463.01761017989446
2024-01-31,water_enhanced,411.4376928422109
2024-02-01,coffee_drink,831.1261597871622
2024-02-01,soda,450.4253582661116
2024-02-01,tea,489.90392217131455
2024-02-01,water_enhanced,728.3825508779503
2024-02-02,coffee_drink,422.3677882726185
2024-02-02,energy_drink,665.3640435004827
2024-02-02,juice,561.1761006999869
2024-02-02,water_enhanced,787.8469270949868
2024-02-03,energy_drink,321.22809515165136
2024-02-03,juice,464.4589945521378
2024-02-03,soda,510.3498448046248
2024-02-03,sports_drink,675.0630227001211
2024-02-03,tea,661.5600818150402
2024-02-03,water_enhanced,419.50800215836813
2024-02-04,coffee_drink,856.5731072910543
2024-02-04,energy_drink,839.5568005306654
2024-02-04,juice,831.1786426428569
2024-02-04,soda,584.4166431005974
2024-02-04,sports_drink,535.9075732841374
2024-02-04,tea,498.08538581154534
2024-02-04,water_enhanced,718.4031485298435
2024-02-05,coffee_drink,414.3031616796351
2024-02-05,energy_drink,694.3594782851696
2024-02-05,juice,938.6872991006642
2024-02-05,tea,719.4601583238408
2024-02-05,water_enhanced,568.8663229757672
2024-02-06,coffee_drink,707.8673358187018
2024-02-06,energy_drink,767.6730328692034
2024-02-06,juice,1011.8261199312917
2024-02-06,soda,507.9296858981908
2024-02-06,sports_drink,638.4331261612703
2024-02-06,tea,628.7195060354946
2024-02-06,water_enhanced,715.5711248136755
