agent_id,segment_id,timestamp,time_step,product_id,context_id,intent_value,outcome,product_category,price,season,inflation_regime
24,seg_00,2024-01-02,1,prod_048,ctx_057,0.7615290471961305,0.7557073831558228,energy_drink,4.06,winter,normal
25,seg_01,2024-01-02,1,prod_037,ctx_002,0.7501373052172214,0.7413703203201294,tea,4.48,winter,normal
26,seg_00,2024-01-02,1,prod_013,ctx_038,0.7087671031681769,0.7031312584877014,sports_drink,4.03,winter,normal
27,seg_04,2024-01-02,1,prod_017,ctx_094,0.596279857582664,0.5921380519866943,energy_drink,2.64,winter,normal
28,seg_00,2024-01-02,1,prod_004,ctx_094,0.5307215841622372,0.525712788105011,water_enhanced,1.55,winter,normal
29,seg_04,2024-01-02,1,prod_037,ctx_014,0.5739257416225847,0.5698626637458801,tea,4.48,winter,normal
30,seg_00,2024-01-02,1,prod_032,ctx_090,0.5695820326067867,0.5644363760948181,sports_drink,4.47,winter,normal
31,seg_02,2024-01-02,1,prod_013,ctx_063,0.6303544785284646,0.621826171875,sports_drink,4.03,winter,normal
32,seg_02,2024-01-02,1,prod_030,ctx_014,0.6083876068527956,0.5999366641044617,sports_drink,1.86,winter,normal
33,seg_01,2024-01-02,1,prod_003,ctx_002,0.4572193641407786,0.4494839906692505,water_enhanced,2.2,winter,normal
34,seg_00,2024-01-02,1,prod_004,ctx_045,0.6257606268549318,0.6204171180725098,water_enhanced,1.55,winter,normal
35,seg_02,2024-01-02,1,prod_039,ctx_083,0.7051140392988445,0.6963224411010742,water_enhanced,3.94,winter,normal
36,seg_02,2024-01-02,1,prod_048,ctx_061,0.6196730800731031,0.6111823916435242,energy_drink,4.06,winter,normal
37,seg_03,2024-01-02,1,prod_012,ctx_004,0.540028298701831,0.533298909664154,water_enhanced,3.83,winter,normal
38,seg_04,2024-01-02,1,prod_037,ctx_063,0.5527669149018275,0.5487783551216125,tea,4.48,winter,normal
39,seg_00,2024-01-02,1,prod_045,ctx_027,0.6243832598272646,0.6190446019172668,coffee_drink,3.31,winter,normal
40,seg_03,2024-01-02,1,prod_032,ctx_087,0.6216156569045361,0.6145989298820496,sports_drink,4.47,winter,normal
41,seg_02,2024-01-02,1,prod_013,ctx_005,0.8608020328723213,0.8514621257781982,sports_drink,4.03,winter,normal
42,seg_01,2024-01-02,1,prod_003,ctx_002,0.4782712710038922,0.470461755990982,water_enhanced,2.2,winter,normal
43,seg_04,2024-01-02,1,prod_025,ctx_090,0.6791937398038073,0.6747599244117737,tea,2.29,winter,normal
44,seg_01,2024-01-02,1,prod_039,ctx_085,0.7096986299508975,0.7010740637779236,water_enhanced,3.94,winter,normal
45,seg_02,2024-01-02,1,prod_026,ctx_014,0.5493961380728801,0.5411529541015625,water_enhanced,2.69,winter,normal
46,seg_03,2024-01-02,1,prod_004,ctx_010,0.7397833639414357,0.7323504686355591,water_enhanced,1.55,winter,normal
47,seg_02,2024-01-02,1,prod_039,ctx_005,0.5341421586286788,0.5259526968002319,water_enhanced,3.94,winter,normal
48,seg_00,2024-01-02,1,prod_048,ctx_048,0.7395472216942176,0.7338029742240906,energy_drink,4.06,winter,normal
49,seg_03,2024-01-02,1,prod_045,ctx_014,0.6915491992388956,0.6842861771583557,coffee_drink,3.31,winter,normal
0,seg_01,2024-01-03,2,prod_037,ctx_076,0.47309790509188004,0.4653066098690033,tea,4.48,winter,normal
1,seg_04,2024-01-03,2,prod_013,ctx_001,0.5253083402610674,0.5214164853096008,sports_drink,4.03,winter,normal
2,seg_04,2024-01-03,2,prod_013,ctx_065,0.6242694725009952,0.620029091835022,sports_drink,4.03,winter,normal
3,seg_00,2024-01-03,2,prod_045,ctx_065,0.735284424169845,0.7295551896095276,coffee_drink,3.31,winter,normal
4,seg_00,2024-01-03,2,prod_045,ctx_062,0.6866015848646848,0.681043803691864,coffee_drink,3.31,winter,normal
5,seg_02,2024-01-03,2,prod_030,ctx_085,0.613723072241291,0.6052533388137817,sports_drink,1.86,winter,normal
6,seg_00,2024-01-03,2,prod_030,ctx_017,0.580545520040412,0.5753612518310547,sports_drink,1.86,winter,normal
7,seg_00,2024-01-03,2,prod_019,ctx_090,0.6498299466851791,0.6444016695022583,energy_drink,2.44,winter,normal
8,seg_00,2024-01-03,2,prod_017,ctx_035,0.64264780338618,0.6372448205947876,energy_drink,2.64,winter,normal
9,seg_04,2024-01-03,2,prod_008,ctx_048,0.7635452828800329,0.7588143944740295,tea,4.86,winter,normal
10,seg_01,2024-01-03,2,prod_032,ctx_052,0.5704713895994998,0.5623371601104736,sports_drink,4.47,winter,normal
11,seg_01,2024-01-03,2,prod_048,ctx_087,0.6385979115705542,0.6302237510681152,energy_drink,4.06,winter,normal
12,seg_03,2024-01-03,2,prod_037,ctx_083,0.7227891180142817,0.7154160737991333,tea,4.48,winter,normal
13,seg_03,2024-01-03,2,prod_032,ctx_004,0.6414937183151612,0.6344069838523865,sports_drink,4.47,winter,normal
14,seg_03,2024-01-03,2,prod_017,ctx_016,0.4867495504388904,0.4802078008651733,energy_drink,2.64,winter,normal
15,seg_01,2024-01-03,2,prod_025,ctx_096,0.5617362017221209,0.5536327362060547,tea,2.29,winter,normal
16,seg_01,2024-01-03,2,prod_003,ctx_076,0.47079361019066246,0.4630104303359985,water_enhanced,2.2,winter,normal
17,seg_00,2024-01-03,2,prod_025,ctx_052,0.6205450911529119,0.6152199506759644,tea,2.29,winter,normal
18,seg_00,2024-01-03,2,prod_009,ctx_090,0.5745736796222839,0.5694104433059692,coffee_drink,2.47,winter,normal
19,seg_01,2024-01-03,2,prod_021,ctx_069,0.7478067813047722,0.7390480041503906,sports_drink,3.63,winter,normal
20,seg_04,2024-01-03,2,prod_004,ctx_090,0.6401981685853184,0.635901689529419,water_enhanced,1.55,winter,normal
21,seg_02,2024-01-03,2,prod_039,ctx_053,0.7628280924257066,0.7538332343101501,water_enhanced,3.94,winter,normal
22,seg_02,2024-01-03,2,prod_017,ctx_052,0.5236153229213735,0.5154629349708557,energy_drink,2.64,winter,normal
23,seg_01,2024-01-03,2,prod_008,ctx_059,0.5887622518926042,0.5805636048316956,tea,4.86,winter,normal
24,seg_00,2024-01-03,2,prod_037,ctx_062,0.7062024023367492,0.700575590133667,tea,4.48,winter,normal
25,seg_01,2024-01-03,2,prod_012,ctx_069,0.5098884150001055,0.5019675493240356,water_enhanced,3.83,winter,normal
26,seg_00,2024-01-03,2,prod_013,ctx_027,0.6412394520305356,0.635841429233551,sports_drink,4.03,winter,normal
27,seg_04,2024-01-03,2,prod_000,ctx_057,0.6487305825788309,0.6444040536880493,water_enhanced,1.85,winter,normal
28,seg_00,2024-01-03,2,prod_012,ctx_027,0.769733733133683,0.7638831734657288,water_enhanced,3.83,winter,normal
29,seg_04,2024-01-03,2,prod_026,ctx_048,0.7606409507469553,0.7559202909469604,water_enhanced,2.69,winter,normal
30,seg_00,2024-01-03,2,prod_008,ctx_069,0.5020992429478769,0.4971912503242492,tea,4.86,winter,normal
31,seg_02,2024-01-03,2,prod_003,ctx_065,0.5716391770116204,0.5633176565170288,water_enhanced,2.2,winter,normal
32,seg_02,2024-01-03,2,prod_004,ctx_004,0.7311219731633426,0.7222387790679932,water_enhanced,1.55,winter,normal
33,seg_01,2024-01-03,2,prod_048,ctx_053,0.6928488978005639,0.6842836737632751,energy_drink,4.06,winter,normal
34,seg_00,2024-01-03,2,prod_012,ctx_010,0.7265254298010859,0.720827043056488,water_enhanced,3.83,winter,normal
35,seg_02,2024-01-03,2,prod_019,ctx_016,0.8212560412174493,0.8120554089546204,energy_drink,2.44,winter,normal
36,seg_02,2024-01-03,2,prod_030,ctx_057,0.6245006537070529,0.6159929633140564,sports_drink,1.86,winter,normal
37,seg_03,2024-01-03,2,prod_019,ctx_096,0.5558778591376718,0.5490926504135132,energy_drink,2.44,winter,normal
38,seg_04,2024-01-03,2,prod_015,ctx_027,0.6028313083060032,0.5986664295196533,water_enhanced,3.39,winter,normal
39,seg_00,2024-01-03,2,prod_048,ctx_045,0.6587517583140811,0.6532920598983765,energy_drink,4.06,winter,normal
40,seg_03,2024-01-03,2,prod_045,ctx_010,0.656235200226334,0.6490965485572815,coffee_drink,3.31,winter,normal
41,seg_02,2024-01-03,2,prod_003,ctx_090,0.58378054743082,0.5754162669181824,water_enhanced,2.2,winter,normal
42,seg_01,2024-01-03,2,prod_004,ctx_016,0.49601464381055743,0.4881426393985748,water_enhanced,1.55,winter,normal
43,seg_04,2024-01-03,2,prod_037,ctx_083,0.5981755840432476,0.5940271019935608,tea,4.48,winter,normal
44,seg_01,2024-01-03,2,prod_004,ctx_035,0.6735509252175896,0.66505366563797,water_enhanced,1.55,winter,normal
45,seg_02,2024-01-03,2,prod_032,ctx_014,0.7530357886634985,0.7440754175186157,sports_drink,4.47,winter,normal
46,seg_03,2024-01-03,2,prod_030,ctx_087,0.6224433212794799,0.6154236793518066,sports_drink,1.86,winter,normal
47,seg_02,2024-01-03,2,prod_004,ctx_071,0.7450773025212244,0.7361449599266052,water_enhanced,1.55,winter,normal
48,seg_00,2024-01-03,2,prod_039,ctx_061,0.5997631008534995,0.5945111513137817,water_enhanced,3.94,winter,normal
49,seg_03,2024-01-03,2,prod_003,ctx_016,0.4947764951977088,0.4882064759731293,water_enhanced,2.2,winter,normal
0,seg_01,2024-01-04,3,prod_019,ctx_025,0.5646575214018116,0.55654376745224,energy_drink,2.44,winter,normal
1,seg_04,2024-01-04,3,prod_025,ctx_001,0.5169249860075535,0.5130626559257507,tea,2.29,winter,normal
2,seg_04,2024-01-04,3,prod_025,ctx_099,0.6961955224593882,0.6917018294334412,tea,2.29,winter,normal
3,seg_00,2024-01-04,3,prod_013,ctx_074,0.6023746968840278,0.5971135497093201,sports_drink,4.03,winter,normal
4,seg_00,2024-01-04,3,prod_019,ctx_083,0.5764770624419042,0.5713071227073669,energy_drink,2.44,winter,normal
5,seg_02,2024-01-04,3,prod_025,ctx_065,0.6686809557454992,0.6600176692008972,tea,2.29,winter,normal
6,seg_00,2024-01-04,3,prod_017,ctx_052,0.6150365800871228,0.6097308397293091,energy_drink,2.64,winter,normal
7,seg_00,2024-01-04,3,prod_036,ctx_099,0.543192417281241,0.5381397008895874,sports_drink,2.66,winter,normal
8,seg_00,2024-01-04,3,prod_037,ctx_014,0.5635051565131219,0.5583809018135071,tea,4.48,winter,normal
9,seg_04,2024-01-04,3,prod_032,ctx_099,0.543349174579375,0.5393937826156616,sports_drink,4.47,winter,normal
10,seg_01,2024-01-04,3,prod_045,ctx_045,0.6759522106358247,0.667446494102478,coffee_drink,3.31,winter,normal
11,seg_01,2024-01-04,3,prod_037,ctx_059,0.5809113136686759,0.5727403163909912,tea,4.48,winter,normal
12,seg_03,2024-01-04,3,prod_026,ctx_074,0.624279232435088,0.6172531247138977,water_enhanced,2.69,winter,normal
13,seg_03,2024-01-04,3,prod_039,ctx_017,0.5406973927032851,0.5339656472206116,water_enhanced,3.94,winter,normal
14,seg_03,2024-01-04,3,prod_026,ctx_013,0.60052717298243,0.5935847163200378,water_enhanced,2.69,winter,normal
15,seg_01,2024-01-04,3,prod_026,ctx_062,0.7700692602176293,0.7612320780754089,water_enhanced,2.69,winter,normal
16,seg_01,2024-01-04,3,prod_045,ctx_099,0.5614003985999894,0.5532981157302856,coffee_drink,3.31,winter,normal
17,seg_00,2024-01-04,3,prod_045,ctx_094,0.6246513520241641,0.6193117499351501,coffee_drink,3.31,winter,normal
18,seg_00,2024-01-04,3,prod_048,ctx_063,0.5856188149472005,0.5804166793823242,energy_drink,4.06,winter,normal
19,seg_01,2024-01-04,3,prod_033,ctx_016,0.49480338388480677,0.4869356453418731,energy_drink,4.91,winter,normal
20,seg_04,2024-01-04,3,prod_048,ctx_052,0.49747337781375,0.4936795532703399,energy_drink,4.06,winter,normal
21,seg_02,2024-01-04,3,prod_039,ctx_090,0.4988644974138896,0.4907992780208587,water_enhanced,3.94,winter,normal
22,seg_02,2024-01-04,3,prod_032,ctx_044,0.7347166337311407,0.725820779800415,sports_drink,4.47,winter,normal
23,seg_01,2024-01-04,3,prod_039,ctx_085,0.6346119392776075,0.6262518167495728,water_enhanced,3.94,winter,normal
24,seg_00,2024-01-04,3,prod_019,ctx_053,0.5809909048012584,0.5758050680160522,energy_drink,2.44,winter,normal
25,seg_01,2024-01-04,3,prod_026,ctx_066,0.5636218193961636,0.5555117130279541,water_enhanced,2.69,winter,normal
26,seg_00,2024-01-04,3,prod_015,ctx_066,0.5261018088977717,0.5211092829704285,water_enhanced,3.39,winter,normal
27,seg_04,2024-01-04,3,prod_032,ctx_094,0.5596023686931896,0.5555897355079651,sports_drink,4.47,winter,normal
28,seg_00,2024-01-04,3,prod_026,ctx_005,0.6085213774385988,0.603238582611084,water_enhanced,2.69,winter,normal
29,seg_04,2024-01-04,3,prod_039,ctx_057,0.5624293596369341,0.5584067702293396,water_enhanced,3.94,winter,normal
30,seg_00,2024-01-04,3,prod_045,ctx_087,0.6591743534437318,0.6537131667137146,coffee_drink,3.31,winter,normal
31,seg_02,2024-01-04,3,prod_045,ctx_066,0.5525393725340294,0.5442851185798645,coffee_drink,3.31,winter,normal
32,seg_02,2024-01-04,3,prod_026,ctx_059,0.5994069967791029,0.5909876823425293,water_enhanced,2.69,winter,normal
33,seg_01,2024-01-04,3,prod_030,ctx_010,0.6237034819245596,0.6153817772865295,sports_drink,1.86,winter,normal
34,seg_00,2024-01-04,3,prod_004,ctx_062,0.5217848785223964,0.5168075561523438,water_enhanced,1.55,winter,normal
35,seg_02,2024-01-04,3,prod_026,ctx_074,0.5819796282286225,0.5736216902732849,water_enhanced,2.69,winter,normal
36,seg_02,2024-01-04,3,prod_039,ctx_045,0.5838967087530821,0.5755320191383362,water_enhanced,3.94,winter,normal
37,seg_03,2024-01-04,3,prod_026,ctx_052,0.7440334806211536,0.7365856170654297,water_enhanced,2.69,winter,normal
38,seg_04,2024-01-04,3,prod_000,ctx_004,0.5547220977755565,0.5507266521453857,water_enhanced,1.85,winter,normal
39,seg_00,2024-01-04,3,prod_037,ctx_013,0.6372856603716656,0.6319015622138977,tea,4.48,winter,normal
40,seg_03,2024-01-04,3,prod_032,ctx_094,0.599777567580479,0.5928377509117126,sports_drink,4.47,winter,normal
41,seg_02,2024-01-04,3,prod_012,ctx_066,0.45975686222152945,0.4518293738365173,water_enhanced,3.83,winter,normal
42,seg_01,2024-01-04,3,prod_019,ctx_071,0.565949412358669,0.5578311085700989,energy_drink,2.44,winter,normal
43,seg_04,2024-01-04,3,prod_004,ctx_027,0.6280529699866004,0.6237992644309998,water_enhanced,1.55,winter,normal
44,seg_01,2024-01-04,3,prod_000,ctx_061,0.5540046548469233,0.545928418636322,water_enhanced,1.85,winter,normal
45,seg_02,2024-01-04,3,prod_013,ctx_038,0.6295543291938095,0.6210288405418396,sports_drink,4.03,winter,normal
46,seg_03,2024-01-04,3,prod_013,ctx_057,0.6233047813017347,0.6162821054458618,sports_drink,4.03,winter,normal
47,seg_02,2024-01-04,3,prod_013,ctx_066,0.6665759953481121,0.6579201221466064,sports_drink,4.03,winter,normal
48,seg_00,2024-01-04,3,prod_004,ctx_025,0.750711628737255,0.7449280619621277,water_enhanced,1.55,winter,normal
49,seg_03,2024-01-04,3,prod_032,ctx_063,0.6177576295489315,0.6107544898986816,sports_drink,4.47,winter,normal
0,seg_01,2024-01-05,4,prod_025,ctx_099,0.7055158653045819,0.6969060301780701,tea,2.29,winter,normal
1,seg_04,2024-01-05,4,prod_004,ctx_013,0.5699578933670454,0.5659087896347046,water_enhanced,1.55,winter,normal
2,seg_04,2024-01-05,4,prod_019,ctx_065,0.5829085648625615,0.5788138508796692,energy_drink,2.44,winter,normal
3,seg_00,2024-01-05,4,prod_039,ctx_053,0.5326545755578204,0.5276389718055725,water_enhanced,3.94,winter,normal
4,seg_00,2024-01-05,4,prod_039,ctx_027,0.6390238931342489,0.6336336731910706,water_enhanced,3.94,winter,normal
5,seg_02,2024-01-05,4,prod_003,ctx_014,0.6153462203571018,0.6068707704544067,water_enhanced,2.2,winter,normal
6,seg_00,2024-01-05,4,prod_034,ctx_061,0.6203997399618219,0.6150751113891602,coffee_drink,3.84,winter,normal
7,seg_00,2024-01-05,4,prod_037,ctx_087,0.5830459194189912,0.5778528451919556,tea,4.48,winter,normal
8,seg_00,2024-01-05,4,prod_009,ctx_048,0.7477817554689529,0.7420085072517395,coffee_drink,2.47,winter,normal
9,seg_04,2024-01-05,4,prod_025,ctx_032,0.5011878484374137,0.4973809421062469,tea,2.29,winter,normal
10,seg_01,2024-01-05,4,prod_037,ctx_059,0.5867469546373751,0.5785554051399231,tea,4.48,winter,normal
11,seg_01,2024-01-05,4,prod_029,ctx_057,0.6460636990457465,0.6376632452011108,energy_drink,4.61,winter,normal
12,seg_03,2024-01-05,4,prod_013,ctx_014,0.5974445314252208,0.5905129313468933,sports_drink,4.03,winter,normal
13,seg_03,2024-01-05,4,prod_012,ctx_074,0.6918479766872474,0.6845839023590088,water_enhanced,3.83,winter,normal
14,seg_03,2024-01-05,4,prod_048,ctx_027,0.6077290553320709,0.6007612347602844,energy_drink,4.06,winter,normal
15,seg_01,2024-01-05,4,prod_008,ctx_059,0.5646602130905355,0.5565464496612549,tea,4.86,winter,normal
16,seg_01,2024-01-05,4,prod_003,ctx_005,0.5754135693577823,0.5672619342803955,water_enhanced,2.2,winter,normal
17,seg_00,2024-01-05,4,prod_026,ctx_099,0.5163255356372971,0.5113674402236938,water_enhanced,2.69,winter,normal
18,seg_00,2024-01-05,4,prod_034,ctx_010,0.6992134624728205,0.6936112642288208,coffee_drink,3.84,winter,normal
19,seg_01,2024-01-05,4,prod_039,ctx_063,0.5801907785049429,0.5720223188400269,water_enhanced,3.94,winter,normal
20,seg_04,2024-01-05,4,prod_032,ctx_061,0.7017606786189889,0.6972473859786987,sports_drink,4.47,winter,normal
21,seg_02,2024-01-05,4,prod_003,ctx_071,0.8163144596122165,0.8071312308311462,water_enhanced,2.2,winter,normal
22,seg_02,2024-01-05,4,prod_045,ctx_087,0.6198850056986307,0.6113935708999634,coffee_drink,3.31,winter,normal
23,seg_01,2024-01-05,4,prod_037,ctx_045,0.6540505974578837,0.6456220149993896,tea,4.48,winter,normal
24,seg_00,2024-01-05,4,prod_017,ctx_059,0.5533581479924101,0.5482696294784546,energy_drink,2.64,winter,normal
25,seg_01,2024-01-05,4,prod_045,ctx_038,0.5456063467671656,0.5375596880912781,coffee_drink,3.31,winter,normal
26,seg_00,2024-01-05,4,prod_025,ctx_035,0.6867678714125162,0.6812095046043396,tea,2.29,winter,normal
27,seg_04,2024-01-05,4,prod_045,ctx_002,0.7479077677003295,0.7432319521903992,coffee_drink,3.31,winter,normal
