date,week,brand,region,latent_preference,preference_drift,market_share_target,switching_rate,price_elasticity
2022-01-10,1,PizzaHut,West,0.41218056452429774,-0.0007710170941410411,0.14116557278651456,0.36248858833460823,-1.8195935553070897
2022-01-10,1,PizzaHut,Southwest,0.1877150058761731,0.003411519748166435,0.2076269648452098,0.03054343973064911,-0.9447074897277044
2022-01-17,2,McDonalds,Northeast,0.5402211360339353,-0.006427334349037844,0.027713269265470058,0.5703076004290429,-1.4167227552888253
2022-01-17,2,McDonalds,South,0.45478080410077226,0.023771176540535635,0.28741291316892137,0.36290162650219815,-1.9288765457898727
2022-01-17,2,McDonalds,Midwest,0.5419180279114911,-0.0077025140045833005,0.044879181552355416,0.27197951974525986,-0.7982427450570128
2022-01-17,2,McDonalds,West,0.2564381997972831,0.011314725609516412,0.2724710438053291,0.32062222572817095,-1.093428921375788
2022-01-17,2,McDonalds,Southwest,0.8390175932512035,0.0054886038413171365,0.09761475647586786,0.06848935279224204,-1.7021857116976975
2022-01-17,2,BurgerKing,Northeast,0.21997003223079908,0.014893048501556637,0.24450012132992213,0.1451965604342744,-1.2577573150678698
2022-01-17,2,BurgerKing,South,0.730163150919624,0.008531272823691358,0.07960538031602005,0.48906939996118465,-0.8865346316994134
2022-01-17,2,BurgerKing,Midwest,0.3362869027955709,0.004499851978661457,0.3165741719930878,0.5707999278834135,-0.8443823193970343
2022-01-17,2,BurgerKing,West,0.36936168973930816,-0.0267837573262234,0.10053500308910315,0.1221118822977808,-1.250572382001857
2022-01-17,2,BurgerKing,Southwest,0.6904643031399422,0.0066710627377548955,0.018483657576278914,0.31990659288970436,-1.5421782048067114
2022-01-17,2,Wendys,Northeast,0.8878345294678487,0.0003642000892257265,0.1328241465142246,0.2864796801727,-0.5393861269422597
2022-01-17,2,Wendys,South,0.25155416459600266,0.014958233658694017,0.06877335669035799,0.4254476061773757,-1.0049560835652607
2022-01-17,2,Wendys,Midwest,0.6296777676585202,-0.007637130863045371,0.08722314572501384,0.211067729489257,-1.3876437209805519
2022-01-17,2,Wendys,West,0.564108505550562,-0.01393285525741149,0.04165760766371676,0.41158605271605975,-1.5793051636930213
2022-01-17,2,Wendys,Southwest,0.2859153041720486,-0.0032485215245150727,0.19598595047373857,0.4491558671991043,-0.9033455254946567
2022-01-17,2,TacoBell,Northeast,0.7611823544584143,-0.012178625514526786,0.07730275216667797,0.26793124519078654,-1.6367248316093486
2022-01-17,2,TacoBell,South,0.40180858986643314,-0.0019602210172114443,0.003979491119964669,0.41766802910529877,-1.7424350165394678
2022-01-17,2,TacoBell,Midwest,0.6654380019518934,0.012028470038204482,0.11549220000432603,0.150108946801192,-1.2052491665568945
2022-01-17,2,TacoBell,West,0.5148807960903279,-0.004659309774482869,0.0446903396082485,0.47182917581289624,-1.5650189110337873
2022-01-17,2,TacoBell,Southwest,0.5659795113163992,-0.010134850815509844,0.10354646560386732,0.08879666648103435,-1.0566422826145774
2022-01-17,2,Subway,Northeast,0.43389406092160515,0.004662533991498633,0.22149824057158357,0.4678561070838936,-1.8230919876886498
2022-01-17,2,Subway,South,0.7005962776349234,-0.0032903403829753104,0.12968553551579612,0.4688915625596436,-1.0175883431490176
2022-01-17,2,Subway,Midwest,0.2806815644282329,0.009819170749436236,0.21684813678008416,0.34844406917218707,-1.5750552080034468
2022-01-17,2,Subway,West,0.593440261894903,0.006275580268573154,0.24228889639333023,0.264080582240048,-1.999635598348231
2022-01-17,2,Subway,Southwest,0.3913006333645869,-0.011330947787566487,0.15684861764457372,0.1839016666596838,-1.8095959134887354
2022-01-17,2,KFC,Northeast,0.3547703943883929,-0.004864166891967934,0.10307124891057669,0.41065611985185674,-0.5995769332473588
2022-01-17,2,KFC,South,0.52131303850371,-0.006168943098790383,0.08985526769638223,0.059614022899604026,-0.6989680413269632
2022-01-17,2,KFC,Midwest,0.2995702595222483,0.013478691301106866,0.06211878057985756,0.18162748643710216,-1.6495864519456447
2022-01-17,2,KFC,West,0.37018371670900335,0.022416468221826812,0.06522890237178519,0.37457060797482544,-0.8324421431817632
2022-01-17,2,KFC,Southwest,0.4393623700277038,0.0023311973368319253,0.2062792732454961,0.19135202294227086,-1.0871426102390387
2022-01-17,2,Dominos,Northeast,0.17853034940018542,-0.004142932387127693,0.05859345042386398,0.21214506472215292,-0.5436429328251958
2022-01-17,2,Dominos,South,0.30756085612506,-0.005250441129786246,0.16903420222022753,0.2939671196096951,-1.4395915106989112
2022-01-17,2,Dominos,Midwest,0.49344983928505676,0.013370954272031499,0.10019145266430377,0.27749119186196053,-0.977809081224243
2022-01-17,2,Dominos,West,0.057605108350620784,0.024105789335661564,0.09196263428197264,0.08585787626857316,-1.9046964163641222
2022-01-17,2,Dominos,Southwest,0.11328542424881553,0.0026965957030317734,0.013614314134967706,0.23368255004054264,-1.4056289797753911
2022-01-17,2,PizzaHut,Northeast,0.46970968291955373,0.03098995326297231,0.1344967708176812,0.33192020930403915,-0.5542735082177292
2022-01-17,2,PizzaHut,South,0.5894195041956697,-0.0031862391893235625,0.17165385327232988,0.4309775708003919,-1.1915286883248193
2022-01-17,2,PizzaHut,Midwest,0.9420648323611669,0.0031975535521516062,0.05667293070097135,0.5405277045945869,-1.5681807449977332
2022-01-17,2,PizzaHut,West,0.43927327237586394,0.008769000540790982,0.14116557278651456,0.36248858833460823,-1.8195935553070897
2022-01-17,2,PizzaHut,Southwest,0.2117816086058652,0.009925432261224415,0.2076269648452098,0.03054343973064911,-0.9447074897277044
2022-01-24,3,McDonalds,Northeast,0.5222293759841631,-0.0095800267954413,0.027713269265470058,0.5703076004290429,-1.4167227552888253
2022-01-24,3,McDonalds,South,0.44753142870233614,0.031360868745468305,0.28741291316892137,0.36290162650219815,-1.9288765457898727
2022-01-24,3,McDonalds,Midwest,0.5193507081627468,-0.01543076614995902,0.044879181552355416,0.27197951974525986,-0.7982427450570128
2022-01-24,3,McDonalds,West,0.23923094612651424,0.008946539542116324,0.2724710438053291,0.32062222572817095,-1.093428921375788
2022-01-24,3,McDonalds,Southwest,0.8193248901695438,0.0006349683630261019,0.09761475647586786,0.06848935279224204,-1.7021857116976975
2022-01-24,3,BurgerKing,Northeast,0.23516589206508234,0.015711789895419864,0.24450012132992213,0.1451965604342744,-1.2577573150678698
2022-01-24,3,BurgerKing,South,0.7676868550267792,0.031677858490426446,0.07960538031602005,0.48906939996118465,-0.8865346316994134
2022-01-24,3,BurgerKing,Midwest,0.3319913693100734,-0.014172799947256027,0.3165741719930878,0.5707999278834135,-0.8443823193970343
2022-01-24,3,BurgerKing,West,0.3906014100834733,-0.019921155422478264,0.10053500308910315,0.1221118822977808,-1.250572382001857
2022-01-24,3,BurgerKing,Southwest,0.6887142628684658,-0.009456095974141624,0.018483657576278914,0.31990659288970436,-1.5421782048067114
2022-01-24,3,Wendys,Northeast,0.8873784617613586,-0.004355118568668609,0.1328241465142246,0.2864796801727,-0.5393861269422597
2022-01-24,3,Wendys,South,0.26670692151708064,0.02584773962836768,0.06877335669035799,0.4254476061773757,-1.0049560835652607
2022-01-24,3,Wendys,Midwest,0.6345838188008792,-0.006994330672090743,0.08722314572501384,0.211067729489257,-1.3876437209805519
2022-01-24,3,Wendys,West,0.5575943087226733,-0.024710303036704552,0.04165760766371676,0.41158605271605975,-1.5793051636930213
2022-01-24,3,Wendys,Southwest,0.28302551803085324,-0.010401558617114755,0.19598595047373857,0.4491558671991043,-0.9033455254946567
2022-01-24,3,TacoBell,Northeast,0.768269888549789,-0.005382648025180028,0.07730275216667797,0.26793124519078654,-1.6367248316093486
2022-01-24,3,TacoBell,South,0.39479648015128965,-0.009263887334382812,0.003979491119964669,0.41766802910529877,-1.7424350165394678
2022-01-24,3,TacoBell,Midwest,0.667894144449741,0.01419305593402423,0.11549220000432603,0.150108946801192,-1.2052491665568945
2022-01-24,3,TacoBell,West,0.5156280710913939,-0.004203591375444731,0.0446903396082485,0.47182917581289624,-1.5650189110337873
2022-01-24,3,TacoBell,Southwest,0.5597550644423691,-0.016650854291568012,0.10354646560386732,0.08879666648103435,-1.0566422826145774
2022-01-24,3,Subway,Northeast,0.438926348433959,0.02610197488475189,0.22149824057158357,0.4678561070838936,-1.8230919876886498
2022-01-24,3,Subway,South,0.690528314477204,0.0030488498402048017,0.12968553551579612,0.4688915625596436,-1.0175883431490176
2022-01-24,3,Subway,Midwest,0.24402298518075743,-0.010432255117139836,0.21684813678008416,0.34844406917218707,-1.5750552080034468
2022-01-24,3,Subway,West,0.5788976516616978,0.008140123416267431,0.24228889639333023,0.264080582240048,-1.999635598348231
2022-01-24,3,Subway,Southwest,0.3682756153360036,-0.017948812435250365,0.15684861764457372,0.1839016666596838,-1.8095959134887354
2022-01-24,3,KFC,Northeast,0.3561043232687491,0.003660166455994305,0.10307124891057669,0.41065611985185674,-0.5995769332473588
2022-01-24,3,KFC,South,0.5061974266517769,-0.01409415048311739,0.08985526769638223,0.059614022899604026,-0.6989680413269632
2022-01-24,3,KFC,Midwest,0.29123249063997325,0.012331326886437876,0.06211878057985756,0.18162748643710216,-1.6495864519456447
2022-01-24,3,KFC,West,0.3680431850312018,0.027466341011631385,0.06522890237178519,0.37457060797482544,-0.8324421431817632
2022-01-24,3,KFC,Southwest,0.44082951750179883,0.01098874927853314,0.2062792732454961,0.19135202294227086,-1.0871426102390387
2022-01-24,3,Dominos,Northeast,0.1756212499502955,-0.016145896457685455,0.05859345042386398,0.21214506472215292,-0.5436429328251958
2022-01-24,3,Dominos,South,0.3133097083873183,-0.00859545348819573,0.16903420222022753,0.2939671196096951,-1.4395915106989112
2022-01-24,3,Dominos,Midwest,0.497794250794115,0.008621501160421936,0.10019145266430377,0.27749119186196053,-0.977809081224243
2022-01-24,3,Dominos,West,0.06016568064555153,0.017572497009924443,0.09196263428197264,0.08585787626857316,-1.9046964163641222
2022-01-24,3,Dominos,Southwest,0.14003383127229435,0.020351138105842746,0.013614314134967706,0.23368255004054264,-1.4056289797753911
2022-01-24,3,PizzaHut,Northeast,0.4908473468747899,0.035039770372581866,0.1344967708176812,0.33192020930403915,-0.5542735082177292
2022-01-24,3,PizzaHut,South,0.5938985114979459,-0.015795078732674016,0.17165385327232988,0.4309775708003919,-1.1915286883248193
2022-01-24,3,PizzaHut,Midwest,0.9683312986773414,0.012376173022699367,0.05667293070097135,0.5405277045945869,-1.5681807449977332
2022-01-24,3,PizzaHut,West,0.4775826811916169,0.029990562510917314,0.14116557278651456,0.36248858833460823,-1.8195935553070897
2022-01-24,3,PizzaHut,Southwest,0.23919410805700334,0.020250084866735886,0.2076269648452098,0.03054343973064911,-0.9447074897277044
2022-01-31,4,McDonalds,Northeast,0.49341230071852166,-0.024773726454981434,0.027713269265470058,0.5703076004290429,-1.4167227552888253
2022-01-31,4,McDonalds,South,0.42906571236757235,0.026518528016805792,0.28741291316892137,0.36290162650219815,-1.9288765457898727
2022-01-31,4,McDonalds,Midwest,0.5183964440485117,-0.0027616546580927926,0.044879181552355416,0.27197951974525986,-0.7982427450570128
2022-01-31,4,McDonalds,West,0.21853087586422515,0.0018698448859285162,0.2724710438053291,0.32062222572817095,-1.093428921375788
2022-01-31,4,McDonalds,Southwest,0.8101397088449048,0.005073162644488386,0.09761475647586786,0.06848935279224204,-1.7021857116976975
2022-01-31,4,BurgerKing,Northeast,0.25761167466161006,0.02345813042971323,0.24450012132992213,0.1451965604342744,-1.2577573150678698
2022-01-31,4,BurgerKing,South,0.7731169923732326,0.022408553774645616,0.07960538031602005,0.48906939996118465,-0.8865346316994134
2022-01-31,4,BurgerKing,Midwest,0.3460955578116897,-0.014768053507874027,0.3165741719930878,0.5707999278834135,-0.8443823193970343
2022-01-31,4,BurgerKing,West,0.3728881787450169,-0.05233382882316899,0.10053500308910315,0.1221118822977808,-1.250572382001857
2022-01-31,4,BurgerKing,Southwest,0.6931698285173572,-0.019699972387484523,0.018483657576278914,0.31990659288970436,-1.5421782048067114
2022-01-31,4,Wendys,Northeast,0.8884719159716318,-0.006880800082600212,0.1328241465142246,0.2864796801727,-0.5393861269422597
2022-01-31,4,Wendys,South,0.2578482254216369,0.013369907808719184,0.06877335669035799,0.4254476061773757,-1.0049560835652607
2022-01-31,4,Wendys,Midwest,0.6545270675644003,0.00932978236722561,0.08722314572501384,0.211067729489257,-1.3876437209805519
2022-01-31,4,Wendys,West,0.5469120306672717,-0.03901171681631088,0.04165760766371676,0.41158605271605975,-1.5793051636930213
2022-01-31,4,Wendys,Southwest,0.28224420888808815,-0.014802003484084593,0.19598595047373857,0.4491558671991043,-0.9033455254946567
2022-01-31,4,TacoBell,Northeast,0.7678631766463441,-0.004075242252319114,0.07730275216667797,0.26793124519078654,-1.6367248316093486
2022-01-31,4,TacoBell,South,0.4074950953656451,0.005148845556278344,0.003979491119964669,0.41766802910529877,-1.7424350165394678
2022-01-31,4,TacoBell,Midwest,0.6518214052616409,-0.00016556557777016277,0.11549220000432603,0.150108946801192,-1.2052491665568945
2022-01-31,4,TacoBell,West,0.5255455909366378,0.007428046146104864,0.0446903396082485,0.47182917581289624,-1.5650189110337873
2022-01-31,4,TacoBell,Southwest,0.5581432773762591,-0.016548523681372142,0.10354646560386732,0.08879666648103435,-1.0566422826145774
2022-01-31,4,Subway,Northeast,0.4127849004368779,0.01628688837427238,0.22149824057158357,0.4678561070838936,-1.8230919876886498
2022-01-31,4,Subway,South,0.678822987733235,0.007669884582837509,0.12968553551579612,0.4688915625596436,-1.0175883431490176
2022-01-31,4,Subway,Midwest,0.22968722064989047,-0.008441658161405135,0.21684813678008416,0.34844406917218707,-1.5750552080034468
2022-01-31,4,Subway,West,0.5565691214035082,0.0021379546446794843,0.24228889639333023,0.264080582240048,-1.999635598348231
2022-01-31,4,Subway,Southwest,0.3526472746993022,-0.017250791585350176,0.15684861764457372,0.1839016666596838,-1.8095959134887354
2022-01-31,4,KFC,Northeast,0.3461701352104821,-0.00019296951262329437,0.10307124891057669,0.41065611985185674,-0.5995769332473588
2022-01-31,4,KFC,South,0.5012515480146401,-0.01295897703060491,0.08985526769638223,0.059614022899604026,-0.6989680413269632
2022-01-31,4,KFC,Midwest,0.2917727452955343,0.01895263363164834,0.06211878057985756,0.18162748643710216,-1.6495864519456447
2022-01-31,4,KFC,West,0.37782230110300596,0.04332650917308491,0.06522890237178519,0.37457060797482544,-0.8324421431817632
2022-01-31,4,KFC,Southwest,0.42237031042388107,-0.0013894057097353502,0.2062792732454961,0.19135202294227086,-1.0871426102390387
2022-01-31,4,Dominos,Northeast,0.20710908477996776,0.00518443728887721,0.05859345042386398,0.21214506472215292,-0.5436429328251958
2022-01-31,4,Dominos,South,0.30394633147520295,-0.02811633148342075,0.16903420222022753,0.2939671196096951,-1.4395915106989112
2022-01-31,4,Dominos,Midwest,0.5064339009268688,0.007103650210066104,0.10019145266430377,0.27749119186196053,-0.977809081224243
2022-01-31,4,Dominos,West,0.0762063537935069,0.023455669074770206,0.09196263428197264,0.08585787626857316,-1.9046964163641222
2022-01-31,4,Dominos,Southwest,0.1530012510327543,0.023161056783193072,0.013614314134967706,0.23368255004054264,-1.4056289797753911
2022-01-31,4,PizzaHut,Northeast,0.5009955377110487,0.028812775174375926,0.1344967708176812,0.33192020930403915,-0.5542735082177292
2022-01-31,4,PizzaHut,South,0.6081924750288379,-0.01787630123624677,0.17165385327232988,0.4309775708003919,-1.1915286883248193
2022-01-31,4,PizzaHut,Midwest,0.9797764753652177,0.0074461636761110365,0.05667293070097135,0.5405277045945869,-1.5681807449977332
2022-01-31,4,PizzaHut,West,0.48806421965663954,0.024096914941475197,0.14116557278651456,0.36248858833460823,-1.8195935553070897
2022-01-31,4,PizzaHut,Southwest,0.2640653150616783,0.02874610583694614,0.2076269648452098,0.03054343973064911,-0.9447074897277044
2022-02-07,5,McDonalds,Northeast,0.4847723457245029,-0.02120357159533096,0.027713269265470058,0.5703076004290429,-1.4167227552888253
2022-02-07,5,McDonalds,South,0.4099265065612966,0.01958943206419925,0.28741291316892137,0.36290162650219815,-1.9288765457898727
2022-02-07,5,McDonalds,Midwest,0.5151823329491748,0.006234344096239715,0.044879181552355416,0.27197951974525986,-0.7982427450570128
2022-02-07,5,McDonalds,West,0.20939376121932196,0.004942840094694609,0.2724710438053291,0.32062222572817095,-1.093428921375788
2022-02-07,5,McDonalds,Southwest,0.806058220179625,0.013201783832877987,0.09761475647586786,0.06848935279224204,-1.7021857116976975
2022-02-07,5,BurgerKing,Northeast,0.27871654929667516,0.029754418848949353,0.24450012132992213,0.1451965604342744,-1.2577573150678698
2022-02-07,5,BurgerKing,South,0.779635628479841,0.014118603665424891,0.07960538031602005,0.48906939996118465,-0.8865346316994134
2022-02-07,5,BurgerKing,Midwest,0.355302333625549,-0.020369863909843723,0.3165741719930878,0.5707999278834135,-0.8443823193970343
2022-02-07,5,BurgerKing,West,0.39516970101207854,-0.044860892771936375,0.10053500308910315,0.1221118822977808,-1.250572382001857
2022-02-07,5,BurgerKing,Southwest,0.7140821173875209,-0.013596269733149875,0.018483657576278914,0.31990659288970436,-1.5421782048067114
2022-02-07,5,Wendys,Northeast,0.8911854338137968,-0.007089816022241693,0.1328241465142246,0.2864796801727,-0.5393861269422597
2022-02-07,5,Wendys,South,0.26194403303653124,0.014543181641807004,0.06877335669035799,0.4254476061773757,-1.0049560835652607
2022-02-07,5,Wendys,Midwest,0.670226250304091,0.02210643132510986,0.08722314572501384,0.211067729489257,-1.3876437209805519
2022-02-07,5,Wendys,West,0.5439188505607199,-0.04492743070466918,0.04165760766371676,0.41158605271605975,-1.5793051636930213
2022-02-07,5,Wendys,Southwest,0.29063771648159503,-0.009331029672384215,0.19598595047373857,0.4491558671991043,-0.9033455254946567
2022-02-07,5,TacoBell,Northeast,0.7621463172533877,-0.006097168776658054,0.07730275216667797,0.26793124519078654,-1.6367248316093486
2022-02-07,5,TacoBell,South,0.4016233504647554,0.00297203352400614,0.003979491119964669,0.41766802910529877,-1.7424350165394678
2022-02-07,5,TacoBell,Midwest,0.6591142409128953,0.01082220294210174,0.11549220000432603,0.150108946801192,-1.2052491665568945
