date,week,brand,region,revenue,price,promotion,holiday
2022-01-03,0,Dominos,Midwest,42373.211785407344,9.768641015198977,True,True
2022-01-03,0,Dominos,West,3043.376811452774,9.768641015198977,False,True
2022-01-03,0,Dominos,Southwest,12594.915622063298,9.768641015198977,False,True
2022-01-03,0,PizzaHut,Northeast,76517.31222900821,11.057440185263237,False,True
2022-01-03,0,PizzaHut,South,49998.50600521696,11.057440185263237,False,True
2022-01-03,0,PizzaHut,Midwest,145528.40179100598,11.551098716430706,False,True
2022-01-03,0,PizzaHut,West,50788.05689846069,11.057440185263237,False,True
2022-01-03,0,PizzaHut,Southwest,33698.82752452932,11.057440185263237,False,True
2022-01-10,1,McDonalds,Northeast,48066.534208553836,10.309824267031935,False,False
2022-01-10,1,McDonalds,South,74242.49937044864,10.309824267031935,False,False
2022-01-10,1,McDonalds,Midwest,45217.248061346625,10.309824267031935,False,False
2022-01-10,1,McDonalds,West,21169.06749619402,10.309824267031935,False,False
2022-01-10,1,McDonalds,Southwest,42753.108545002484,10.309824267031935,False,False
2022-01-10,1,BurgerKing,Northeast,15889.051644478164,14.7353013664426,True,False
2022-01-10,1,BurgerKing,South,73234.41296429347,14.748251401515128,False,False
2022-01-10,1,BurgerKing,Midwest,21431.865230215986,14.7353013664426,False,False
2022-01-10,1,BurgerKing,West,71829.18754311372,14.7353013664426,False,False
2022-01-10,1,BurgerKing,Southwest,61819.669886146825,14.7353013664426,False,False
2022-01-10,1,Wendys,Northeast,71810.08455009236,14.310400957705244,False,False
2022-01-10,1,Wendys,South,22390.324574470556,14.310400957705244,False,False
2022-01-10,1,Wendys,Midwest,67725.27190917355,14.310400957705244,False,False
2022-01-10,1,Wendys,West,49073.80108507133,14.310400957705244,True,False
2022-01-10,1,Wendys,Southwest,45039.573128247066,14.310400957705244,False,False
2022-01-10,1,TacoBell,Northeast,143630.23385794938,9.892682647174594,False,False
2022-01-10,1,TacoBell,South,33540.25270408067,9.892682647174594,False,False
2022-01-10,1,TacoBell,Midwest,73876.80269497566,9.892682647174594,False,False
2022-01-10,1,TacoBell,West,39846.468110709044,9.892682647174594,True,False
2022-01-10,1,TacoBell,Southwest,101122.01571136036,9.892682647174594,False,False
2022-01-10,1,Subway,Northeast,43280.23068407482,13.624792437784993,False,False
2022-01-10,1,Subway,South,64452.813024455696,13.624792437784993,False,False
2022-01-10,1,Subway,Midwest,22079.36244267509,13.624792437784993,False,False
2022-01-10,1,Subway,West,91604.90600928452,13.773415720736345,False,False
2022-01-10,1,Subway,Southwest,40677.27788984219,13.624792437784993,False,False
2022-01-10,1,KFC,Northeast,31999.463895070327,14.969229412624541,True,False
2022-01-10,1,KFC,South,70818.36698125006,14.969229412624541,False,False
2022-01-10,1,KFC,Midwest,29668.600788980486,18.62355021370099,False,False
2022-01-10,1,KFC,West,70770.9438984143,14.969229412624541,False,False
2022-01-10,1,KFC,Southwest,29929.793430263046,14.969229412624541,False,False
2022-01-10,1,Dominos,Northeast,36664.25989935571,9.768641015198977,False,False
2022-01-10,1,Dominos,South,58273.9395554501,9.768641015198977,True,False
2022-01-10,1,Dominos,Midwest,29746.882161137102,9.768641015198977,False,False
2022-01-10,1,Dominos,West,8267.408079193021,9.768641015198977,False,False
2022-01-10,1,Dominos,Southwest,11637.3020791309,9.768641015198977,False,False
2022-01-10,1,PizzaHut,Northeast,87923.07774519802,11.057440185263237,False,False
2022-01-10,1,PizzaHut,South,42018.18927934168,11.057440185263237,False,False
2022-01-10,1,PizzaHut,Midwest,142926.16717203733,11.057440185263237,False,False
2022-01-10,1,PizzaHut,West,46731.04400125624,11.057440185263237,False,False
2022-01-10,1,PizzaHut,Southwest,33757.87213023428,11.057440185263237,False,False
2022-01-17,2,McDonalds,Northeast,36402.22940331112,10.309824267031935,False,False
2022-01-17,2,McDonalds,South,60591.396356393685,10.309824267031935,False,False
2022-01-17,2,McDonalds,Midwest,44786.01032504564,10.309824267031935,False,False
2022-01-17,2,McDonalds,West,21386.533540019576,10.309824267031935,False,False
2022-01-17,2,McDonalds,Southwest,38322.77672052336,10.309824267031935,False,False
2022-01-17,2,BurgerKing,Northeast,16003.070646883318,14.7353013664426,False,False
2022-01-17,2,BurgerKing,South,65489.91967523534,14.7353013664426,False,False
2022-01-17,2,BurgerKing,Midwest,20292.324353823264,14.7353013664426,False,False
2022-01-17,2,BurgerKing,West,86648.11218807937,15.141972833995615,False,False
2022-01-17,2,BurgerKing,Southwest,64090.9989218554,14.7353013664426,False,False
2022-01-17,2,Wendys,Northeast,63549.05772897807,14.310400957705244,False,False
2022-01-17,2,Wendys,South,16268.386054529365,14.310400957705244,False,False
2022-01-17,2,Wendys,Midwest,99460.9730905532,14.310400957705244,False,False
2022-01-17,2,Wendys,West,31393.55359845489,14.310400957705244,False,False
2022-01-17,2,Wendys,Southwest,57610.304912176674,14.310400957705244,False,False
2022-01-17,2,TacoBell,Northeast,132594.23292012268,9.892682647174594,False,False
2022-01-17,2,TacoBell,South,45164.807460457145,9.892682647174594,False,False
2022-01-17,2,TacoBell,Midwest,81653.55937102885,9.892682647174594,False,False
2022-01-17,2,TacoBell,West,25553.558439847,9.892682647174594,False,False
2022-01-17,2,TacoBell,Southwest,82138.83222527997,9.892682647174594,False,False
2022-01-17,2,Subway,Northeast,43679.17335560087,13.624792437784993,False,False
2022-01-17,2,Subway,South,69235.91058531744,13.624792437784993,False,False
2022-01-17,2,Subway,Midwest,23862.09284218775,13.624792437784993,False,False
2022-01-17,2,Subway,West,89567.10989490751,13.28385085603451,False,False
2022-01-17,2,Subway,Southwest,50102.61156410827,13.624792437784993,False,False
2022-01-17,2,KFC,Northeast,30050.747037958135,14.969229412624541,False,False
2022-01-17,2,KFC,South,77064.79448032775,14.969229412624541,False,False
2022-01-17,2,KFC,Midwest,43308.49052823706,14.969229412624541,False,False
2022-01-17,2,KFC,West,59901.829988326695,14.969229412624541,False,False
2022-01-17,2,KFC,Southwest,24929.828774409685,14.969229412624541,False,False
2022-01-17,2,Dominos,Northeast,38857.80897843637,9.768641015198977,True,False
2022-01-17,2,Dominos,South,43525.74590104283,9.919414355343916,False,False
2022-01-17,2,Dominos,Midwest,43874.39096396678,9.768641015198977,True,False
2022-01-17,2,Dominos,West,8384.714244895087,9.768641015198977,False,False
2022-01-17,2,Dominos,Southwest,13065.75650050611,9.768641015198977,False,False
2022-01-17,2,PizzaHut,Northeast,110661.51616456799,10.850628868871743,False,False
2022-01-17,2,PizzaHut,South,51585.931598500676,11.057440185263237,True,False
2022-01-17,2,PizzaHut,Midwest,174861.21222364827,11.057440185263237,False,False
2022-01-17,2,PizzaHut,West,68260.714354494,11.057440185263237,True,False
2022-01-17,2,PizzaHut,Southwest,33718.01495623136,11.057440185263237,False,False
2022-01-24,3,McDonalds,Northeast,36817.20825835975,10.309824267031935,False,False
2022-01-24,3,McDonalds,South,56815.744138988935,10.309824267031935,False,False
2022-01-24,3,McDonalds,Midwest,45624.46699988629,10.309824267031935,False,False
2022-01-24,3,McDonalds,West,20029.057502806994,10.309824267031935,False,False
2022-01-24,3,McDonalds,Southwest,39791.66716701109,10.309824267031935,False,False
2022-01-24,3,BurgerKing,Northeast,15876.040504563902,14.7353013664426,False,False
2022-01-24,3,BurgerKing,South,80041.86806674287,14.7353013664426,False,False
2022-01-24,3,BurgerKing,Midwest,18768.583920379584,14.7353013664426,False,False
2022-01-24,3,BurgerKing,West,82957.85196217572,14.7353013664426,False,False
2022-01-24,3,BurgerKing,Southwest,71677.70078649043,14.7353013664426,False,False
2022-01-24,3,Wendys,Northeast,63540.65014134247,14.310400957705244,False,False
2022-01-24,3,Wendys,South,21368.504854766703,14.310400957705244,False,False
2022-01-24,3,Wendys,Midwest,87364.07904581171,14.310400957705244,False,False
2022-01-24,3,Wendys,West,30515.910118309384,14.310400957705244,False,False
2022-01-24,3,Wendys,Southwest,48015.669676121564,14.310400957705244,False,False
2022-01-24,3,TacoBell,Northeast,149705.0053286555,9.892682647174594,False,False
2022-01-24,3,TacoBell,South,30599.03012790328,9.892682647174594,False,False
2022-01-24,3,TacoBell,Midwest,81059.61140743516,9.892682647174594,False,False
2022-01-24,3,TacoBell,West,28905.642164410023,9.892682647174594,False,False
2022-01-24,3,TacoBell,Southwest,74132.02576364616,9.892682647174594,False,False
2022-01-24,3,Subway,Northeast,42044.422297580466,13.624792437784993,False,False
2022-01-24,3,Subway,South,56935.06031453414,13.624792437784993,False,False
2022-01-24,3,Subway,Midwest,21346.989717730015,13.624792437784993,False,False
2022-01-24,3,Subway,West,82260.58020146773,13.624792437784993,False,False
2022-01-24,3,Subway,Southwest,44845.685557510966,13.624792437784993,False,False
2022-01-24,3,KFC,Northeast,24970.56199323081,14.138273674432106,False,False
2022-01-24,3,KFC,South,69178.67398394128,14.969229412624541,False,False
2022-01-24,3,KFC,Midwest,39811.958804839116,14.969229412624541,False,False
2022-01-24,3,KFC,West,67078.39596467926,14.969229412624541,True,False
2022-01-24,3,KFC,Southwest,31293.136767961314,14.969229412624541,False,False
2022-01-24,3,Dominos,Northeast,34622.939792973186,9.768641015198977,False,False
2022-01-24,3,Dominos,South,46697.87122055419,9.768641015198977,False,False
2022-01-24,3,Dominos,Midwest,30940.037704628827,9.768641015198977,False,False
2022-01-24,3,Dominos,West,10437.407025707103,9.768641015198977,False,False
2022-01-24,3,Dominos,Southwest,15067.600772482781,9.768641015198977,False,False
2022-01-24,3,PizzaHut,Northeast,123344.18300773467,11.057440185263237,True,False
2022-01-24,3,PizzaHut,South,41653.43297702137,11.057440185263237,False,False
2022-01-24,3,PizzaHut,Midwest,137474.22016809645,11.057440185263237,False,False
2022-01-24,3,PizzaHut,West,41517.893135671395,11.057440185263237,False,False
2022-01-24,3,PizzaHut,Southwest,46535.6311208236,11.057440185263237,False,False
2022-01-31,4,McDonalds,Northeast,38994.53422092844,10.309824267031935,False,False
2022-01-31,4,McDonalds,South,62324.996504484625,10.309824267031935,False,False
2022-01-31,4,McDonalds,Midwest,38445.64026199624,10.309824267031935,False,False
2022-01-31,4,McDonalds,West,18001.86333971134,10.309824267031935,False,False
2022-01-31,4,McDonalds,Southwest,41377.09251960475,10.309824267031935,False,False
2022-01-31,4,BurgerKing,Northeast,23168.1189541099,12.881571114693115,False,False
2022-01-31,4,BurgerKing,South,58811.18462367163,14.7353013664426,False,False
2022-01-31,4,BurgerKing,Midwest,24214.109642917636,14.7353013664426,False,False
2022-01-31,4,BurgerKing,West,84148.69020645467,14.7353013664426,False,False
2022-01-31,4,BurgerKing,Southwest,60707.07287418381,14.7353013664426,False,False
2022-01-31,4,Wendys,Northeast,56810.668569334965,14.310400957705244,False,False
2022-01-31,4,Wendys,South,22057.31280737668,14.310400957705244,False,False
2022-01-31,4,Wendys,Midwest,86207.17621169552,14.310400957705244,False,False
2022-01-31,4,Wendys,West,32454.436240584742,14.310400957705244,False,False
2022-01-31,4,Wendys,Southwest,51613.62901739518,14.310400957705244,False,False
2022-01-31,4,TacoBell,Northeast,129365.45194738987,11.188490690353948,False,False
2022-01-31,4,TacoBell,South,35810.90081894079,9.892682647174594,False,False
2022-01-31,4,TacoBell,Midwest,72658.89875950121,9.892682647174594,False,False
2022-01-31,4,TacoBell,West,32082.25971315442,9.892682647174594,False,False
2022-01-31,4,TacoBell,Southwest,84113.6731999362,9.892682647174594,False,False
2022-01-31,4,Subway,Northeast,48523.049837623184,13.624792437784993,False,False
2022-01-31,4,Subway,South,65805.84373062536,13.624792437784993,False,False
2022-01-31,4,Subway,Midwest,20042.105069500827,13.624792437784993,False,False
2022-01-31,4,Subway,West,92640.03379959762,13.624792437784993,False,False
2022-01-31,4,Subway,Southwest,36692.12256311794,13.624792437784993,False,False
2022-01-31,4,KFC,Northeast,28138.064459202997,14.969229412624541,False,False
2022-01-31,4,KFC,South,80522.15643249868,14.969229412624541,True,False
2022-01-31,4,KFC,Midwest,37816.80409258551,14.969229412624541,False,False
2022-01-31,4,KFC,West,72359.16762628776,14.969229412624541,False,False
2022-01-31,4,KFC,Southwest,26794.863211532804,14.969229412624541,False,False
2022-01-31,4,Dominos,Northeast,38654.75070395388,9.768641015198977,False,False
2022-01-31,4,Dominos,South,43372.32408719987,9.768641015198977,False,False
2022-01-31,4,Dominos,Midwest,36297.43082268566,9.768641015198977,False,False
2022-01-31,4,Dominos,West,9640.428117130796,9.768641015198977,False,False
2022-01-31,4,Dominos,Southwest,17012.338050461538,9.768641015198977,False,False
2022-01-31,4,PizzaHut,Northeast,118367.83862085875,11.057440185263237,False,False
2022-01-31,4,PizzaHut,South,41520.27240699492,11.057440185263237,False,False
2022-01-31,4,PizzaHut,Midwest,167935.07747227425,11.057440185263237,False,False
2022-01-31,4,PizzaHut,West,56496.15388912132,11.057440185263237,False,False
2022-01-31,4,PizzaHut,Southwest,55784.84203140435,11.057440185263237,False,False
2022-02-07,5,McDonalds,Northeast,32650.901043289818,10.309824267031935,False,False
2022-02-07,5,McDonalds,South,48494.91941559009,10.309824267031935,False,False
2022-02-07,5,McDonalds,Midwest,53766.07624484124,10.309824267031935,False,False
2022-02-07,5,McDonalds,West,14772.123363294457,10.309824267031935,False,False
2022-02-07,5,McDonalds,Southwest,37401.83731587383,10.309824267031935,False,False
2022-02-07,5,BurgerKing,Northeast,17329.619990348267,14.7353013664426,False,False
2022-02-07,5,BurgerKing,South,75083.63317038857,14.7353013664426,False,False
2022-02-07,5,BurgerKing,Midwest,28268.355168396785,14.7353013664426,False,False
2022-02-07,5,BurgerKing,West,87102.57717414807,14.7353013664426,False,False
2022-02-07,5,BurgerKing,Southwest,71596.7423381817,14.7353013664426,False,False
2022-02-07,5,Wendys,Northeast,61269.48893980178,14.310400957705244,False,False
2022-02-07,5,Wendys,South,18934.57054758843,14.310400957705244,False,False
2022-02-07,5,Wendys,Midwest,94066.80238268254,14.310400957705244,True,False
2022-02-07,5,Wendys,West,34768.270379315356,14.310400957705244,False,False
2022-02-07,5,Wendys,Southwest,58050.542726127256,14.310400957705244,True,False
2022-02-07,5,TacoBell,Northeast,166739.70484614137,9.892682647174594,False,False
2022-02-07,5,TacoBell,South,38766.360829327896,9.892682647174594,False,False
2022-02-07,5,TacoBell,Midwest,85453.80702373349,10.604133385779205,False,False
2022-02-07,5,TacoBell,West,30480.3341633346,9.892682647174594,False,False
2022-02-07,5,TacoBell,Southwest,81858.8032356407,9.892682647174594,False,False
2022-02-07,5,Subway,Northeast,49931.170299142395,13.624792437784993,False,False
2022-02-07,5,Subway,South,72048.80186516483,13.624792437784993,True,False
2022-02-07,5,Subway,Midwest,13674.124446215663,14.215380388876758,False,False
2022-02-07,5,Subway,West,81069.3727776313,13.624792437784993,False,False
2022-02-07,5,Subway,Southwest,35154.90481468164,13.624792437784993,False,False
2022-02-07,5,KFC,Northeast,28639.431119098143,14.969229412624541,False,False
2022-02-07,5,KFC,South,74571.88074497202,14.969229412624541,False,False
2022-02-07,5,KFC,Midwest,39138.87712256523,14.969229412624541,False,False
2022-02-07,5,KFC,West,70438.79797090092,14.969229412624541,False,False
2022-02-07,5,KFC,Southwest,26992.454972875996,14.955807513889967,False,False
2022-02-07,5,Dominos,Northeast,38898.88304566826,9.768641015198977,False,False
2022-02-07,5,Dominos,South,50793.3482848354,9.768641015198977,False,False
2022-02-07,5,Dominos,Midwest,33423.22054641169,9.768641015198977,False,False
2022-02-07,5,Dominos,West,16448.160222942286,8.813018884073125,False,False
2022-02-07,5,Dominos,Southwest,17807.3423640617,9.768641015198977,False,False
2022-02-07,5,PizzaHut,Northeast,95752.89906329039,11.057440185263237,False,False
2022-02-07,5,PizzaHut,South,45950.432296857776,11.057440185263237,False,False
2022-02-07,5,PizzaHut,Midwest,130012.1661421973,11.057440185263237,False,False
2022-02-07,5,PizzaHut,West,49091.332385647795,11.057440185263237,False,False
2022-02-07,5,PizzaHut,Southwest,47194.870445092565,11.057440185263237,False,False
2022-02-14,6,McDonalds,Northeast,40909.126370755985,10.309824267031935,False,False
2022-02-14,6,McDonalds,South,57559.08484481582,10.309824267031935,False,False
2022-02-14,6,McDonalds,Midwest,54815.576059978695,10.309824267031935,True,False
2022-02-14,6,McDonalds,West,15879.489660223147,10.309824267031935,False,False
2022-02-14,6,McDonalds,Southwest,46706.37816872134,10.309824267031935,False,False
2022-02-14,6,BurgerKing,Northeast,21293.895156840204,14.7353013664426,False,False
2022-02-14,6,BurgerKing,South,76457.32876372486,14.7353013664426,False,False
2022-02-14,6,BurgerKing,Midwest,24478.24611013921,14.7353013664426,False,False
2022-02-14,6,BurgerKing,West,77890.95875843996,14.7353013664426,False,False
2022-02-14,6,BurgerKing,Southwest,66874.91625815365,14.7353013664426,False,False
2022-02-14,6,Wendys,Northeast,58198.14499712582,14.310400957705244,False,False
2022-02-14,6,Wendys,South,24292.72385827018,14.310400957705244,False,False
2022-02-14,6,Wendys,Midwest,82621.21534858501,14.310400957705244,False,False
2022-02-14,6,Wendys,West,36661.02503159701,14.310400957705244,False,False
2022-02-14,6,Wendys,Southwest,45121.831119289476,14.310400957705244,False,False
2022-02-14,6,TacoBell,Northeast,128939.66058264232,9.892682647174594,False,False
2022-02-14,6,TacoBell,South,33745.573384564144,9.892682647174594,False,False
2022-02-14,6,TacoBell,Midwest,83350.1363034728,9.892682647174594,False,False
2022-02-14,6,TacoBell,West,31233.68304291225,9.892682647174594,False,False
2022-02-14,6,TacoBell,Southwest,85834.80930839213,9.892682647174594,False,False
2022-02-14,6,Subway,Northeast,39094.91000445351,13.624792437784993,False,False
2022-02-14,6,Subway,South,65093.19882668762,13.624792437784993,False,False
2022-02-14,6,Subway,Midwest,21889.172135046654,13.624792437784993,True,False
2022-02-14,6,Subway,West,84389.42454043924,13.624792437784993,False,False
2022-02-14,6,Subway,Southwest,38323.99850000798,13.624792437784993,False,False
2022-02-14,6,KFC,Northeast,24461.231279439733,14.969229412624541,False,False
2022-02-14,6,KFC,South,78960.40798154293,14.969229412624541,False,False
2022-02-14,6,KFC,Midwest,36010.62513761231,14.969229412624541,False,False
2022-02-14,6,KFC,West,62194.10835909665,14.969229412624541,False,False
2022-02-14,6,KFC,Southwest,30826.565538216233,14.969229412624541,False,False
2022-02-14,6,Dominos,Northeast,43648.70007350413,9.768641015198977,False,False
2022-02-14,6,Dominos,South,46410.8886175779,9.768641015198977,False,False
2022-02-14,6,Dominos,Midwest,35862.06771475401,9.768641015198977,False,False
2022-02-14,6,Dominos,West,13699.993757885357,9.768641015198977,False,False
2022-02-14,6,Dominos,Southwest,23950.481084547257,9.768641015198977,False,False
2022-02-14,6,PizzaHut,Northeast,127576.76407831852,11.057440185263237,False,False
2022-02-14,6,PizzaHut,South,38104.18558442216,11.057440185263237,False,False
2022-02-14,6,PizzaHut,Midwest,144672.3073221409,11.057440185263237,False,False
2022-02-14,6,PizzaHut,West,69033.93621275689,11.057440185263237,True,False
2022-02-14,6,PizzaHut,Southwest,52635.69382636655,11.057440185263237,False,False
2022-02-21,7,McDonalds,Northeast,34175.78766348166,10.309824267031935,False,False
2022-02-21,7,McDonalds,South,45783.20728218707,10.309824267031935,False,False
2022-02-21,7,McDonalds,Midwest,43816.57408195194,10.309824267031935,False,False
2022-02-21,7,McDonalds,West,16129.691216531233,10.309824267031935,False,False
2022-02-21,7,McDonalds,Southwest,39209.40433500347,10.309824267031935,False,False
2022-02-21,7,BurgerKing,Northeast,25508.753668620226,14.7353013664426,False,False
2022-02-21,7,BurgerKing,South,87003.41594821886,14.7353013664426,False,False
2022-02-21,7,BurgerKing,Midwest,25134.862937864476,14.7353013664426,False,False
2022-02-21,7,BurgerKing,West,90177.18428598977,14.7353013664426,False,False
2022-02-21,7,BurgerKing,Southwest,63712.2502862295,14.7353013664426,False,False
2022-02-21,7,Wendys,Northeast,55220.58298981,14.310400957705244,False,False
2022-02-21,7,Wendys,South,25141.11635497891,14.310400957705244,True,False
2022-02-21,7,Wendys,Midwest,103550.94757672882,14.310400957705244,True,False
2022-02-21,7,Wendys,West,31186.477835137535,14.310400957705244,False,False
2022-02-21,7,Wendys,Southwest,43984.98944115514,14.310400957705244,False,False
2022-02-21,7,TacoBell,Northeast,134363.41077871874,9.892682647174594,False,False
2022-02-21,7,TacoBell,South,28939.712483616076,9.892682647174594,False,False
2022-02-21,7,TacoBell,Midwest,89674.95686370539,9.892682647174594,False,False
2022-02-21,7,TacoBell,West,27166.439969136365,9.892682647174594,False,False
2022-02-21,7,TacoBell,Southwest,78370.53094245183,9.892682647174594,False,False
2022-02-21,7,Subway,Northeast,35325.60937936345,13.624792437784993,False,False
2022-02-21,7,Subway,South,53969.331202759626,13.624792437784993,False,False
2022-02-21,7,Subway,Midwest,14921.00112450042,13.624792437784993,False,False
2022-02-21,7,Subway,West,76885.39602697888,13.624792437784993,False,False
2022-02-21,7,Subway,Southwest,58786.204032429654,10.521660659547067,False,False
2022-02-21,7,KFC,Northeast,23374.918483875226,14.969229412624541,False,False
2022-02-21,7,KFC,South,74365.74557556766,14.969229412624541,False,False
2022-02-21,7,KFC,Midwest,34386.2746933928,14.969229412624541,False,False
2022-02-21,7,KFC,West,58642.66591278687,14.969229412624541,False,False
2022-02-21,7,KFC,Southwest,29323.503466019032,14.969229412624541,False,False
2022-02-21,7,Dominos,Northeast,36369.18571974913,9.768641015198977,False,False
2022-02-21,7,Dominos,South,50043.84474126849,9.768641015198977,False,False
2022-02-21,7,Dominos,Midwest,37529.56932657772,9.768641015198977,False,False
2022-02-21,7,Dominos,West,21780.659940992933,9.768641015198977,False,False
2022-02-21,7,Dominos,Southwest,21654.453120188864,9.768641015198977,False,False
2022-02-21,7,PizzaHut,Northeast,107267.36664566661,11.057440185263237,False,False
2022-02-21,7,PizzaHut,South,46011.62432609006,11.057440185263237,False,False
2022-02-21,7,PizzaHut,Midwest,153755.77885064797,11.057440185263237,False,False
2022-02-21,7,PizzaHut,West,50236.270529071,11.057440185263237,False,False
2022-02-21,7,PizzaHut,Southwest,64716.27178103041,11.057440185263237,False,False
2022-02-28,8,McDonalds,Northeast,35606.06921961284,10.309824267031935,False,False
2022-02-28,8,McDonalds,South,47290.97370583678,10.309824267031935,False,False
2022-02-28,8,McDonalds,Midwest,51061.74889081821,10.309824267031935,False,False
2022-02-28,8,McDonalds,West,17546.135723348256,10.309824267031935,False,False
2022-02-28,8,McDonalds,Southwest,47595.99619213324,10.309824267031935,False,False
2022-02-28,8,BurgerKing,Northeast,22137.814747954566,14.7353013664426,False,False
2022-02-28,8,BurgerKing,South,89420.01707873489,14.7353013664426,False,False
2022-02-28,8,BurgerKing,Midwest,23900.35602404256,14.7353013664426,False,False
2022-02-28,8,BurgerKing,West,81333.68618307382,14.7353013664426,False,False
2022-02-28,8,BurgerKing,Southwest,69112.37694016326,14.7353013664426,False,False
2022-02-28,8,Wendys,Northeast,73407.06392411866,14.310400957705244,True,False
2022-02-28,8,Wendys,South,19072.805967770444,14.310400957705244,False,False
2022-02-28,8,Wendys,Midwest,87136.99003977123,14.310400957705244,False,False
2022-02-28,8,Wendys,West,29514.548228292086,14.310400957705244,False,False
2022-02-28,8,Wendys,Southwest,51778.389679750784,14.310400957705244,False,False
2022-02-28,8,TacoBell,Northeast,160938.67515615246,9.892682647174594,False,False
2022-02-28,8,TacoBell,South,29745.98535146704,9.892682647174594,False,False
2022-02-28,8,TacoBell,Midwest,101384.37595031071,8.479112666643953,False,False
2022-02-28,8,TacoBell,West,28527.570382340575,9.892682647174594,False,False
2022-02-28,8,TacoBell,Southwest,74293.98324141919,9.892682647174594,False,False
2022-02-28,8,Subway,Northeast,47759.02289128407,13.624792437784993,False,False
2022-02-28,8,Subway,South,56991.18341486533,13.624792437784993,False,False
2022-02-28,8,Subway,Midwest,14473.747433669816,13.624792437784993,False,False
2022-02-28,8,Subway,West,79988.29338500864,13.624792437784993,True,False
2022-02-28,8,Subway,Southwest,36475.51614473332,13.624792437784993,False,False
2022-02-28,8,KFC,Northeast,32012.329329822853,14.969229412624541,True,False
2022-02-28,8,KFC,South,68127.20360560314,14.969229412624541,False,False
2022-02-28,8,KFC,Midwest,38289.40822882982,14.969229412624541,False,False
2022-02-28,8,KFC,West,59819.52483746852,14.969229412624541,False,False
2022-02-28,8,KFC,Southwest,34205.321664946336,14.969229412624541,False,False
2022-02-28,8,Dominos,Northeast,35337.37408956667,9.768641015198977,False,False
2022-02-28,8,Dominos,South,48624.55321581555,9.768641015198977,False,False
2022-02-28,8,Dominos,Midwest,35895.86173518914,9.768641015198977,False,False
2022-02-28,8,Dominos,West,20931.126433142912,9.768641015198977,False,False
2022-02-28,8,Dominos,Southwest,24958.19634224595,9.768641015198977,False,False
2022-02-28,8,PizzaHut,Northeast,130995.91107546382,11.057440185263237,True,False
2022-02-28,8,PizzaHut,South,43236.54193899854,11.057440185263237,False,False
2022-02-28,8,PizzaHut,Midwest,140174.05505590176,11.057440185263237,False,False
2022-02-28,8,PizzaHut,West,51026.339587006434,11.057440185263237,False,False
2022-02-28,8,PizzaHut,Southwest,66179.18559566833,11.057440185263237,False,False
2022-03-07,9,McDonalds,Northeast,49633.700197854065,8.17813350085226,False,False
2022-03-07,9,McDonalds,South,54697.545212180805,10.309824267031935,False,False
2022-03-07,9,McDonalds,Midwest,35750.27655076313,10.309824267031935,False,False
2022-03-07,9,McDonalds,West,12518.52435844246,10.309824267031935,False,False
